标题,阅读,评论,字数,影响力,时间
新华保险(601336)融资融券信息(09-11),5314,6,538,0.0,2017-09-12 07:58:28
新华保险：前8月保费收入754亿元,15972,5,181,0.0,2017-09-15 19:03:34
新华保险前8月原保费收入同比下滑9.6%至754.17,10246,14,195,0.0,2017-09-15 17:44:16
证监会通报操纵股价四种方式：关联账户，自买自,51100,40,900,4.5,2016-09-26 14:37:26
新华保险(601336)融资融券信息(09-14),2667,5,538,0.0,2017-09-15 07:47:10
实战炒股口决： 十四工作线，来回做波段；突破,46223,87,778,4.0,2017-04-25 07:32:56
新华保险独立董事方中任期届满离任 新增董事耿,5504,5,645,0.0,2017-09-14 13:38:02
抛！经济恶化，拉股价，用人性贪婪，忽悠股民在,62741,40,359,4.5,2016-01-29 14:17:27
新华保险(601336)融资融券信息(09-13),3294,4,540,0.0,2017-09-14 07:46:24
炒股炒证券新股2017年上市601881一600909一0025,11907,101,236,4.0,2017-08-31 08:22:48
新华保险(601336)融资融券信息(09-12),4307,6,542,0.0,2017-09-13 07:48:09
新华保险方中离任第六届董事会独立非执董,5947,18,224,0.0,2017-09-13 18:00:16
方中辞任新华保险独立非执行董事等职务,6125,15,306,0.0,2017-09-13 18:10:31
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,113936,98,375,4.5,2016-03-22 13:30:47
新华破顶前后走势见解附操作策略,26425,68,246,0.0,2017-07-18 01:00:13
新华保险(601336)融资融券信息(09-08),6159,30,522,0.0,2017-09-09 07:46:06
（1）奇虎360借壳中国中期,30726,103,138,3.0,2017-07-17 09:53:41
转型迎来蜕变，价值新华渐行渐近,27220,9,1876,0.0,2017-07-14 16:30:42
~~董明珠 银隆汽车 九鼎佑丰  华夏之星,8920,13,188,3.5,2017-07-12 12:07:28
韩志国是什么样的经济学家？ 1、2007年8月23日,15184,33,1614,3.0,2017-06-04 08:25:11
新股发行不能停的重要理由：新股发行市场化可以,11589,18,529,3.0,2017-06-03 18:38:45
良币不能向劣币低头！呼吁新股发行无限量供应其,12946,26,297,3.0,2017-06-02 22:56:05
新华保险(601336)融资融券信息(09-01),6529,13,530,0.0,2017-09-02 07:55:43
新华保险(601336)融资融券信息(08-31),4998,8,524,0.0,2017-09-01 08:08:00
新华保险的尴尬局面：市场份额大跌三成 混改难,18409,7,2132,0.0,2017-08-31 13:41:37
高位急拉升是大跌前诱多！出货是一价格区域不是,27558,28,233,4.5,2015-11-18 14:41:30
证券商股这几天连连作攻击动作，可以肯定的是资,5379,12,232,3.5,2017-08-02 10:13:28
新华保险上半年净利润减少2.9%至32.37亿元,11907,8,755,0.0,2017-08-29 19:08:30
新华保险：上半年净利同比降2.9% 证金公司小幅,14608,9,264,0.0,2017-08-29 21:34:59
新华保险中期纯利微降2.9%至32.37亿元 不派息,4599,4,1040,0.0,2017-08-29 22:43:58
中报速递：新华保险2017年上半年盈利32.37亿元,8660,4,232,0.0,2017-08-29 21:00:18
2017年撸起袖子加油干！宿命与反抗！当前我国资,16034,33,477,3.0,2017-05-12 12:40:47
新华保险(601336)融资融券信息(08-25),4790,6,532,0.0,2017-08-26 10:06:24
8月12日40.71元已开仓低位双柱打桩量前途无量,16433,18,240,4.0,2016-08-12 17:27:51
保险板块盘中强势 新华保险领涨,22897,11,203,0.0,2017-08-25 11:33:05
新华保险(601336)融资融券信息(08-24),3974,4,528,0.0,2017-08-25 07:47:09
新华保险8月25日盘中涨幅达5%,5459,7,184,0.0,2017-08-25 13:11:27
今天一定记住这个！,7487,21,117,0.0,2017-07-26 12:32:39
好股知时节,36132,36,122,0.0,2016-11-18 13:25:57
哈哈狗庄砸不动了？,12420,128,128,0.0,2017-07-21 14:15:00
新华保险(601336)融资融券信息(08-18),6217,40,516,0.0,2017-08-19 08:38:05
新华保险(601336)融资融券信息(08-16),4224,4,520,0.0,2017-08-17 07:45:41
新华保险前7月原保费收入同比减少12.1%至683.79,11154,3,186,0.0,2017-08-15 17:19:39
新华保险可以介入,9104,41,137,3.5,2017-08-06 15:41:18
证监会:严打利用“天价”标杆股影响市场估值，,10038,16,480,4.0,2017-06-02 10:13:47
今天全部清仓了,5405,9,124,4.0,2017-07-06 20:41:21
千金难买牛回头！,24479,55,125,1.5,2017-06-05 15:33:34
保险券商两板块大涨 新华保险涨停,9508,6,1321,0.0,2015-12-02 10:39:54
龙头,5065,15,114,3.0,2017-08-03 11:26:18
又套一批,3716,13,118,0.0,2017-08-02 16:32:33
今日收盘广发中信惊天逆转牛市有前兆吗？二八转,3451,5,493,4.0,2017-07-27 13:03:40
601336:新华保险2016年年度分红派息公告,59850,8,1758,0.0,2017-08-02 20:30:22
做空！做空！做空新华保险！,9269,30,142,3.5,2015-11-30 10:09:13
新华保险涨停 报63.21元,21358,7,165,0.0,2017-08-01 15:07:47
新华保险尾盘涨停 保险股沪港市场联袂大涨,16030,7,949,0.0,2017-08-01 17:08:50
601336:新华保险董事辞职公告,12920,10,537,0.0,2017-06-13 18:40:07
601336:新华保险关于董事任职资格获中国保监会,11555,4,703,0.0,2017-07-06 18:51:04
基金抱团炒个股是中国式庞氏骗局，隐患危害大33,42386,39,333,4.0,2016-07-21 14:34:30
西边有战中旗不倒，农药化工涨价汹汹，环保趋严,4075,15,234,4.0,2017-07-19 08:47:43
进场: “双重改革”受益股，社保养老金标的股,2955,4,1171,4.0,2017-07-30 08:41:25
新华保险(601336)融资融券信息(07-28),3286,8,526,0.0,2017-07-29 07:47:03
万科AH股双双紧急停牌 背后究竟隐藏着什么原因,3071,17,166,3.5,2017-07-14 21:16:33
西水股份都涨停了，在你这里大仓位放着有点失误,3008,5,95,3.0,2017-07-25 14:54:39
又是买武进不锈好时机13亿流通市值，才25元下60,4072,5,168,4.0,2017-06-27 11:26:39
你又来了杂毛,2695,20,122,0.0,2017-07-18 14:20:08
601336:新华保险保费收入公告,31943,22,489,0.0,2017-07-14 20:14:40
[加仓]漂亮50中国股市的心脏;沪深300中国股市的,2982,2,389,3.5,2017-07-15 20:26:09
博天环境的骨灰级玩家来新华保险建仓了，你们还,13799,67,151,0.0,2017-06-27 22:22:34
新华保险上半年保费收入为612.39亿同比减少13.8,15660,12,216,0.0,2017-07-14 22:13:14
10个亿25元不买非要买20个亿52新华保险的到底是,46282,22,325,2.5,2015-12-15 14:25:31
新华保险现在是庄家出货中，铁证如山如图,5720,12,19,3.5,2017-06-29 21:59:51
新华、人寿走势已明显落后于平安和太保。,41546,42,148,2.0,2016-09-08 08:17:09
601336:新华保险2016年度内部控制评价报告,3318,11,1709,0.0,2017-03-29 23:08:17
今天股价让平安超过去了,2406,16,185,0.0,2017-06-21 15:12:57
白银有色，汉钟精机，张家港行，新华保险，发图,3575,5,110,4.0,2017-06-19 18:57:37
个人观点,3073,17,122,0.0,2017-07-07 21:15:54
地产证券银行保险持续拉盘算不算操纵？严重破发,4389,5,377,4.0,2017-05-25 13:37:40
601336:新华保险2017年第一次临时股东大会之法,19221,9,179,0.0,2017-04-29 02:01:22
601336:新华保险2016年年度股东大会之法律意见,4732,9,173,0.0,2017-06-27 18:37:17
又套牢不少,3273,16,120,3.5,2017-07-05 13:30:37
无耻之徒,2199,4,169,3.0,2017-07-05 10:59:13
顺丰又玩逆天了！,4765,19,138,0.0,2017-06-24 16:26:10
威孚高科： 360度大转弯 必将弯道超车变成超级,2879,6,241,3.5,2017-06-28 20:31:11
板块方面,1897,11,134,1.5,2017-07-05 21:25:01
你目前流通市值可让武进不锈涨过1000元以上，60,2308,3,186,4.0,2017-07-05 11:21:45
稀缺标的股：信托股只有2只  保险股只有6只,3841,4,265,4.0,2017-06-29 18:04:20
这么贵！不会买H股吗！,9006,59,132,4.0,2017-05-11 12:22:03
明天大盘低开高走,3411,10,286,2.5,2017-05-22 18:34:13
穆迪调降中国评级，引发今日中国股市大暴跌！,5466,15,146,0.0,2017-06-24 15:17:41
新华保险(601336)融资融券信息(06-06),5586,3,528,0.0,2017-06-07 07:45:20
新华保险首五月保费收入逾501亿人民币 跌近18%,9704,5,197,0.0,2017-06-15 17:00:32
新华保险前5月原保费收入减少17.54%至501.54亿,11064,9,191,0.0,2017-06-15 16:57:30
云南白药000538 分析师分析认为潜力很大！机会,4432,4,188,3.5,2017-05-25 13:58:06
平安和人寿都在涨！新华保险要补涨！加油！冲啊,7820,42,156,0.0,2017-06-01 11:25:28
601336:新华保险关于2016年年度股东大会增加临,11479,4,1508,0.0,2017-06-13 18:40:07
福建区域新华保险合同员工维权申请劳动仲裁,6196,31,211,0.0,2017-05-22 15:21:21
优质次新股高成长科技股，动态市盈率只有30倍左,5053,40,233,3.5,2017-06-01 21:48:01
证监会：请依法常态化监管！查处庄操纵股价的不,49221,37,346,3.5,2016-08-17 10:05:36
证监会：请依法监管！查处庄操纵股价的不法行为,15292,19,350,3.5,2016-08-09 14:49:40
新华保险为何15日连涨公司内部没有停牌自查？ ,3148,5,160,3.0,2017-05-11 08:57:43
抄底国家队持仓15亿被套仅13.8倍市盈率小盘高成,6121,21,442,3.5,2017-05-26 13:52:36
从42元看好，没能坚持抱着。进出多次。每股赚了,5587,13,186,0.0,2017-05-27 18:44:51
=奇虎360借壳中国中期,3592,16,134,3.0,2017-05-24 09:22:32
新华弟：银座股份历史地量，全是5，6手单何看,2417,2,169,4.0,2017-05-22 11:05:26
5.18至5.26关注：雄安轻轨第一股 凯发电气30040,3173,16,268,3.0,2017-05-17 12:53:12
新华保险前4月保费收入同比减少19.6%至436.73亿,10845,5,228,0.0,2017-05-12 17:50:11
新华保险(601336)融资融券信息(03-29),4330,6,502,0.0,2017-03-30 07:48:34
601336:新华保险保费收入公告,27550,6,489,0.0,2017-05-12 19:27:22
新华保险(601336)融资融券信息(05-08),3087,4,528,0.0,2017-05-09 07:50:13
新华保险(601336)融资融券信息(05-02),5619,6,524,0.0,2017-05-03 07:46:37
举世皆跌唯险企上涨 新华保险惊现“15连阳”,41067,170,1367,0.0,2017-05-11 06:45:51
新华保险转型首年:净利降42.5% 董事长称还未做,9034,7,1381,0.0,2017-03-30 11:32:18
新华保险(601336)融资融券信息(04-26),4758,6,516,0.0,2017-04-27 08:35:00
紧急告示：立即抢购处于历史低价的金钼股份6019,54766,31,294,2.0,2016-01-25 10:51:25
几万手压单，主力又在吓唬人了,3473,2,138,0.0,2017-04-17 22:54:48
突然间豁然开朗,2592,0,124,0.0,2017-04-17 19:19:51
就是一个字“服”,2209,12,126,0.0,2017-04-17 19:19:33
市场震荡向上 金融板块有望成为下一个轮动板块,16148,4,2699,2.5,2017-03-28 09:14:12
≥华泰证券+美国金融科技企业颠覆“金融系统”,176282,416,1582,4.0,2016-05-08 06:20:24
比港股贵，我才不买A股的,7689,14,134,3.0,2016-12-19 10:40:18
新华保险：复星系持有5%以上股份获保监会核准,23523,16,735,0.0,2016-12-19 19:58:41
跌死你个害人精，,7505,0,126,3.5,2016-11-25 11:06:10
新华保险(601336)融资融券信息(11-16),7129,2,520,0.0,2016-11-17 07:47:14
601336:新华保险保费收入公告,24118,3,491,0.0,2016-11-14 16:51:38
冒个泡泡,29599,44,236,3.5,2016-10-15 07:59:49
公司季报点评：价值转型坚定，全年NBV增速将提,14472,3,1059,0.0,2016-10-31 09:57:50
抛！供给侧改革消产能去库存必增金融业呆坏帐,77217,53,161,4.0,2016-01-12 10:13:30
高盛减持新华保险137万股 每股34.008元,29701,7,205,0.0,2016-09-15 22:04:10
新华保险前8个月保费收入834亿降2.5%,19498,5,302,0.0,2016-09-13 04:08:22
2016年中报点评：聚焦转型优化结构 主攻非标银,22314,3,931,0.0,2016-09-08 13:11:48
抛！新华保险A股价高溢价H股75%左右，同股同权,150313,118,184,4.5,2015-12-08 11:04:50
今日大跌，只因明天是周五，i p o i p o，又到,6365,4,334,3.5,2016-09-01 15:47:32
抛！机构拉升诱多不是解放军，对倒放量是笑着数,31014,21,296,4.5,2015-11-12 10:48:18
新华保险新帅万峰首试不利 业绩保费股价三下滑,9853,6,2483,0.0,2016-09-05 10:35:04
价值稳步提升，转型效果显现,18260,3,1854,0.0,2016-09-02 08:35:31
新华保险(601336)融资融券信息(08-29),4827,4,532,0.0,2016-08-30 07:46:16
6000亿险资撤离已辟谣，保险股必将成为明天的头,9479,6,196,3.5,2016-08-25 20:24:20
新华保险(601336)融资融券信息(08-24),6351,2,526,0.0,2016-08-25 07:44:50
复星系称不买卖新华保险A股,15618,6,1049,0.0,2016-08-15 06:35:58
41.83已追高5000股,4718,4,136,4.0,2016-08-11 13:37:01
复星系首次举牌新华保险 港股价值洼地郭广昌海,22838,14,1967,0.0,2016-08-12 03:16:30
复星系保险领域再发力:增持至5.01% 举牌新华保,18280,4,2512,0.0,2016-08-12 04:08:34
601336:新华保险保费收入公告,31610,8,488,0.0,2016-08-11 16:46:01
【讨论】保险股强势崛起，后市能否持续走高？,15963,7,4180,4.5,2016-08-11 10:35:20
新华保险：复星系举牌 持股比例已达5.01%,22877,36,1405,0.0,2016-08-10 19:49:50
新华保险：复星系举牌 持股比例达5.01%,15193,19,291,0.0,2016-08-10 19:38:49
601336:新华保险2015年度分红派息公告,40458,3,1927,0.0,2016-08-03 19:08:15
新华保险(601336)融资融券信息(08-02),5958,3,518,0.0,2016-08-03 07:44:35
601336:新华保险2016年中期业绩预减公告,50639,7,672,0.0,2016-07-22 17:07:02
601336:新华保险保费收入公告,24488,10,488,0.0,2016-07-13 19:29:27
不亚于降杠杆清配资的利空！保监会召开险资风险,40417,28,304,4.5,2015-12-29 13:50:36
别买入！耐心等待融资盘被强平爆仓时抄底不迟33,41757,32,160,4.0,2016-01-14 13:30:34
坚定挖潜价值投资才是财富____________________,124498,158,735,4.5,2015-11-18 12:20:47
新华保险，今天开盘小幅上涨,24452,518,137,3.5,2016-04-21 13:48:24
利空！保监会叫停1年期理财型保险产品 1-3年产,21834,18,415,4.5,2016-03-21 07:26:31
春严重低估的中国股市将会合力拉出一波具特色气,33098,18,200,3.0,2016-01-24 15:43:32
601336:新华保险保费收入公告,34943,14,488,0.0,2016-04-13 16:38:23
601336:新华保险2015年年报摘要,31441,16,1307,0.0,2016-03-29 19:51:23
坚持回归保险本原 竭力促成战略转型,20654,4,1311,0.0,2016-03-31 19:58:33
新华保险2015年净利润86亿同比增长34.3%,15071,8,552,0.0,2016-03-29 20:44:57
今日推荐个股好票新华保险601336 现价买入！20,20638,33,171,2.0,2016-03-07 10:13:31
请给我一个持股的理由吧？,39064,20,541,4.0,2015-09-17 11:40:13
601336:新华保险保费收入公告,66787,10,488,0.0,2016-02-17 16:53:59
首次覆盖研究：转型渐入佳境，寿险企业活力倍增,63561,10,1406,0.0,2016-01-28 14:40:14
实践证明市值配售新股是券商的大大利空！打新资,31187,31,762,4.5,2015-11-08 09:10:04
601336:新华保险关于召开2016年第一次临时股东,39419,7,1471,0.0,2016-01-18 19:30:01
中国股市真的要崩盘了吗？,17868,15,1469,4.0,2015-08-25 06:56:41
利空！放开存款利率浮动上限！必将缩减存贷差减,26667,27,204,4.5,2015-10-23 20:24:28
新华保险(601336)融资融券信息(01-20),9129,11,522,0.0,2016-01-21 07:38:59
新华年报前创出历史新高机会大吗？,31333,26,242,3.5,2015-12-09 20:41:42
601336:新华保险保费收入公告,48614,16,490,0.0,2016-01-14 19:12:08
新华保险之晴晴操作浅析,16528,10,658,3.0,2016-01-05 17:34:37
再投资压力略小于同业，维持“买入”,13536,5,1292,0.0,2015-11-25 15:00:27
中保投资成立 顺利发行中保投资基金一期,21130,4,203,4.5,2016-01-04 17:21:50
长线的大牛股的特征：题材要找两市具有唯一性和,18212,11,505,3.0,2015-12-13 09:32:55
新华保险周一高点预测,44265,45,148,2.5,2015-12-18 13:02:01
上海保险交易所方案获批,40898,9,183,4.5,2015-12-28 08:07:54
猴头，是不是吃了蟠桃跳进炼丹炉了[为什么],20547,36,136,3.0,2015-12-11 10:44:56
601336:新华保险关于对外投资暨持有中石油管道,45398,11,1569,0.0,2015-12-24 19:44:19
宝钢股份与新华保险将参与中石油管道整合,24078,9,427,0.0,2015-12-24 23:06:07
险资举牌潮或因资产配置压力,21876,5,226,4.5,2015-12-24 08:49:27
“无形之手”再现 券商等金融三板块迎契机,67315,15,2572,0.0,2015-12-24 01:54:36
保监会：保险保障基金监管办法出台 委托投资比,35758,9,271,4.5,2015-12-23 16:15:26
周五抛出九九久入西藏珠峰，总算没做错,33408,33,814,3.5,2015-12-06 17:24:47
新华：柏堡龙002776有望成为两市最高分红分配的,16440,11,168,4.0,2015-12-07 10:30:59
601336:新华保险保费收入公告,41848,5,491,0.0,2015-12-14 16:58:47
新华保险：你不知道的事正在发生！,41105,46,132,3.0,2015-12-14 16:54:18
行情步入重要变盘窗口,53125,29,1811,0.0,2015-12-15 08:21:20
财政部：明年起在北京上海等多地试点商业降保险,33678,6,237,4.5,2015-12-14 09:08:59
年底阴跌模式形成 如何布局2016年蓝筹股,41891,7,1808,0.0,2015-12-13 15:50:54
三部委在31城启动商业健康保险个所税试点,40309,8,2397,4.5,2015-12-11 15:38:35
新华保险 昨天晚上给大家说的  妖妖的粉丝 都谁,15702,40,216,3.5,2015-12-10 10:18:01
弱势股才玩尾盘偷袭，明天小心冲高回落,14278,13,146,3.0,2015-12-09 15:06:24
全球保险综合费率连续第10个季度出现下滑,18336,4,668,4.5,2015-12-09 14:14:31
私募朋友告诉我：目标298.88,33283,67,182,3.5,2015-08-25 11:50:52
今天入货没人说的天齐锂业唯一关系股：新华保险,11629,29,260,3.5,2015-11-20 10:57:43
利空！市值配售是汇金证金、大股东与小股民争利,14345,16,287,4.5,2015-11-07 17:13:54
新华保险周一不暴跌5%以上，我大便一斤！,11289,24,150,3.5,2015-11-14 14:51:47
601336:新华保险保费收入公告,14523,13,491,0.0,2015-11-13 17:59:28
265亿资金狂扫金融股 保险等三板块将成中流砥柱,22722,10,2274,4.5,2015-11-09 09:54:34
金融风起时 券商真龙头,26743,11,9192,0.0,2015-11-05 13:19:54
"四险企前三季净赚千亿 ""国家队""重仓潜伏保险股",19452,6,2486,4.5,2015-11-05 09:07:20
5日机构强推买入 六股成摇钱树,15677,12,7617,0.0,2015-11-05 08:05:03
三路资金合力做多金融股 板块强势行情有望延续,13629,4,1215,4.5,2015-11-05 09:01:01
夜路唱歌，与股友共勉,45878,102,261,3.5,2015-09-14 20:51:32
新华保险：汇金受让公司2825万A股,15727,8,179,0.0,2015-08-19 16:52:20
区域震荡走势依然未破，建议抄底朋友不要盲目,24674,14,1223,3.5,2015-08-20 08:28:59
601336:新华保险保费收入公告,14383,6,489,0.0,2015-10-16 16:49:37
 安全信号,8004,7,313,3.5,2015-09-22 12:42:28
“证金概念股”大曝光：本周新晋50多只,84486,214,2022,0.0,2015-08-20 08:27:28
汇金协议受让金融股市值逾250亿元,17300,21,1058,0.0,2015-08-20 05:04:07
【讨论】新华保险也成了王的女人  可以抄底吗？,9154,11,475,4.0,2015-08-20 11:25:23
汇金耗资约200亿元受让四大行股份,1822155,1203,927,0.0,2015-08-19 18:47:32
601336:新华保险关于汇金公司所持本公司A股股份,13877,16,547,0.0,2015-08-19 16:23:02
晚间影响市场的重要政策消息速递(8/19),10945,47,6126,0.0,2015-08-19 20:02:38
