标题,帖子数,回帖数,时间,情感
抢！咯咯咯！抢盘了，黄金砸头！晨鸣投资价值第,20831,41,2017-03-01 20:10:16,0.999568774023493
基金抱团炒个股是中国式庞氏骗局，隐患危害大60,47233,53,2016-07-22 08:31:58,0.6167342253067752
7月14日收评：个股严重分化,4581,8,2017-07-14 16:47:38,0.003963419854283834
预测下午广发中信招券大涨携券商站稳3225点，量,3837,10,2017-07-07 12:05:45,0.9344527080368614
601601:中国太保第八届监事会第一次会议决议公,9226,19,2017-06-09 19:09:18,0.32376340135388326
7月6日收评：大盘单日V型反转,3449,5,2017-07-06 17:08:58,0.012127953367920052
笑着迎七一！,2962,6,2017-07-08 17:22:51,0.447678458509865
中国太保：太保寿险上半年原保险收入为1105.51,21691,6,2017-07-17 19:03:09,0.818736171716276
A股“入摩”引发绩优股的巨变 以后买股要重视业,3518,6,2017-07-13 09:24:18,0.31830734925428616
值此半年报披露,4581,41,2017-07-04 21:25:59,0.6521498045886355
蓝筹股收割韭菜一字断魂,7101,6,2017-06-14 14:00:09,0.7044557508131849
7月13日收评：沪指收复5日均线，逼近向下跳空缺,4596,13,2017-07-13 18:42:52,0.0045349162599604975
中国太保(601601)融资融券信息(07-14),5182,6,2017-07-15 07:48:35,0.8640492580695143
最能套住人的几句话: 1、目前价位接近主力成本,26066,27,2017-02-02 15:35:53,0.6896960605352923
科技类的股票－－威孚高科 一线蓝筹的业绩 二线,3076,6,2017-07-05 10:54:30,0.9990482820860107
价高了不如全转*2元股一路一带丝路龙头600307酒,15743,57,2017-05-23 12:47:00,0.35587673787288787
601601:中国太保保费收入公告,24648,10,2017-07-17 18:51:11,0.9448863850034425
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,100230,108,2016-03-22 13:33:12,0.9616263649280308
博客所有,2931,18,2017-07-05 19:49:31,0.29999999999999993
中国太保(601601)融资融券信息(06-27),5150,3,2017-06-28 07:48:28,0.8640492580695143
挪威银行减持中国太保1260万股套现4.05亿元,14002,10,2017-07-11 22:03:38,0.450391722730502
601601:中国太保:中国太平洋财产保险股份有限公,23706,20,2017-04-29 03:58:53,0.9769544117708292
苦守三十年MSCI将破门而入券商崛起      这些A,5839,15,2017-06-12 10:00:03,0.7658330350607206
太保寿险剩余边际余额逾1700亿,9205,7,2017-06-26 04:28:42,0.032409646887621046
重磅：中国人寿的股价低于上市首日最低价,4511,4,2017-07-05 18:27:01,0.9178162148881323
住房公积金打通异地壁垒 4.5万亿缴存结余望盘活,3731,4,2017-06-24 13:25:35,0.0929715685119511
601601:中国太保:中国太平洋财产保险股份有限公,32733,15,2016-10-28 23:02:11,0.9769544117708292
卖单绵绵不绝能跌停？,5561,66,2017-04-18 13:58:36,0.7971607087635827
601601:中国太保关联交易公告,7761,19,2017-06-09 19:09:16,0.3567765652067685
前海人寿——中国版的房地美！,6178,6,2017-05-18 07:34:21,0.9211579361385669
一是基于但由于业绩下滑,4566,25,2017-04-17 01:56:13,0.9511072960680865
进行利益输送,2524,25,2017-05-24 07:01:50,0.25807386343677685
保险别人红你太保绿？你发行价还没到呢，你H股,3791,16,2017-05-18 16:00:41,0.1871574403395999
换！价值投资首选陕西煤业！分红率高达40%,2173,8,2017-06-07 16:47:13,0.9887129122962728
601601:中国太保关于补充修订公司章程的公告,13335,14,2017-04-24 20:32:45,0.7167272997935672
趁反弹好走，不然给国家队割韭菜，太贪心只得一,4095,4,2017-06-16 13:20:30,0.03655275011083747
北化股份002246军工混改第一股！精准信息300099,2820,3,2017-06-09 11:23:31,0.45022966356651595
601601:中国太保2016年度股东大会会议材料,10944,15,2017-04-24 20:31:35,0.7670242680125532
601601:中国太保独立董事关于对外担保情况的专,3443,18,2017-03-29 23:11:15,0.3266776527640328
中国太保(601601)融资融券信息(06-13),3299,4,2017-06-14 07:44:42,0.8640492580695143
601601:中国太保偿付能力报告摘要(2016年年度),4950,15,2017-03-29 23:13:25,0.7857468553361192
中国太保(601601)融资融券信息(06-12),3047,3,2017-06-13 07:38:35,0.8640492580695143
601601:中国太保2016年度股东大会的法律意见书,3995,9,2017-06-09 19:09:16,0.9834761438341764
中国太保拟与宝信软件进行数据中心服务合作服务,20264,8,2017-06-09 23:11:26,0.19791615355313452
错杀了最小次新业绩发飙股中旗股份!1亿可封板三,7873,12,2017-05-25 13:56:11,0.7693358570801977
工作的顺利进行,7402,54,2017-03-28 03:37:19,0.7797360222401066
出保险进券商！广发证券要称王！券商飞！,5806,13,2017-05-15 09:54:28,0.4458252227613051
601601:中国太保2017年第一季度报告,14016,13,2017-04-29 01:31:56,0.8408413810596042
抛售大盘股，买创业板,6510,19,2017-04-19 18:13:39,0.4230605984582332
保险5000点的高度，媒体都开始唱多保险，好好琢,13337,4,2017-06-14 10:04:07,0.30094695619255607
机构外资汹涌买入券商有消息！豪赌中国券商國有,7604,11,2017-05-22 11:48:14,0.9951911685063786
经典技术之十五种必须卖出的股票（9）  上下同,2049,3,2017-06-10 15:42:16,0.8939046059929783
601601:中国太保:安信农业保险股份有限公司偿付,19491,15,2017-04-29 04:15:18,0.7604679930658041
孔庆伟获选中国太保董事长 “新太保”迎来三挑,15671,8,2017-06-14 04:45:58,0.9851108228880404
如果太保破产清算市场会是什么样子的？,4779,30,2017-04-12 19:05:37,0.48806880067204494
紧急通告：立即抢购处于历史低价的金钼股份6019,50002,67,2016-01-22 14:26:46,0.9933145453270636
601601:中国太保保费收入公告,24026,16,2016-12-14 16:44:40,0.9448863850034425
601601:中国太保2016年年度报告,6027,15,2017-03-29 23:10:27,0.7420428540295018
601601:中国太保2016年度企业社会责任报告,7480,15,2017-03-29 23:13:11,0.8403775438010689
这些板块都他妈的弱势的板块，就抽抽风，然后又,3582,31,2017-04-24 12:33:56,0.023389483488691742
沪深交易所对高送转行为加以规范,5773,13,2017-04-20 05:51:26,0.9304114818801497
601601:中国太保关于取消2017年第一次临时股东,14468,18,2017-04-12 18:12:34,0.16115928353197972
中国太保开市前有一宗大手成交  涉资2,966.48万,9583,4,2017-05-17 16:37:37,0.7405035297759781
卖的东旭光电买的太保，还行,4413,31,2017-04-11 14:57:16,0.24403948628981353
北方环保龙头－－先河环保 买不到 买得到时价已,5347,32,2017-04-12 23:02:46,0.06423935996060781
周一违规入市的保险资金将蜂涌而出，踩踏！,6324,6,2017-04-09 17:11:32,0.5419792360467826
国家队用金融股护盘策略有问题,或适得其反.,2817,5,2017-05-22 13:37:24,0.9651007473995351
今天入驻太保，迎接业绩拐点,8731,23,2017-05-24 15:30:40,0.4738301567600829
证券行业：券商行情已经启动 这是最好的布局窗,4250,17,2017-05-29 10:38:19,0.8865417771006814
中国太保：董事长高国富辞职 孔庆伟获提名为执,15928,26,2017-04-12 18:20:34,0.987588416730347
中国太保(601601)融资融券信息(04-21),13091,33,2017-04-22 07:46:07,0.8640492580695143
中国太保(601601)融资融券信息(04-26),3761,6,2017-04-27 08:35:18,0.8640492580695143
今天迈进太保1000股，价位27.4，不知道怎么，请,9556,16,2017-04-07 15:13:47,0.14624789524981863
因高国富不再作为董事候选人参选中国太保取消临,10164,33,2017-04-12 18:40:49,0.2538960346752235
好好的市场，让一两个人说破了，亡羊补牢,8316,36,2017-04-18 21:09:06,0.41347742365464957
毕竟在资产荒的背景下,9046,33,2017-04-15 10:46:59,0.9015029425038321
中国太保(601601)融资融券信息(04-20),10377,30,2017-04-21 07:48:08,0.8640492580695143
中国太保(601601)大宗交易数据一览(05-22),9439,9,2017-05-22 18:59:20,0.3323323781053671
证监会：请依法监管！查处庄操纵股价的不法行为,36137,55,2016-08-09 14:55:33,0.9593166084581674
601601:中国太保H股公告(董事会会议通知),17812,33,2017-04-13 18:52:33,0.04488858932793638
同类股，条件相同，牛股出在低价小盘股！,6260,33,2017-04-11 14:33:24,0.3189092929688413
红包季：中国太保分红最大方，值得超配,12038,15,2017-05-31 22:23:19,0.8919208015501354
中国太保(601601)融资融券信息(04-11),7485,16,2017-04-12 07:46:50,0.8640492580695143
粤港澳大湾区来了 广州迪森股份必将取代先河环,4803,31,2017-04-14 11:39:04,0.9986715130879538
中国太保(601601)融资融券信息(04-12),9635,30,2017-04-13 07:47:37,0.8640492580695143
中央巡视组不会视而不见严查欺诈和腐败！,223903,393,2015-11-14 14:04:47,0.006361229927697165
震荡格局还在运行 本周两走势已揭示,4295,33,2017-04-21 23:02:30,0.8871384907314727
宁波港601018重大事项复牌交保险,99777,79,2016-04-07 14:11:36,0.12312472314837253
601601:中国太保关于非执行董事去世的公告,18142,25,2017-04-05 18:17:41,0.9042522229085223
大盘周线死X,3713,32,2017-04-19 16:24:32,0.4016168541052504
601601:中国太保关于会计估计变更的公告,4630,5,2017-03-29 23:13:11,0.8995428173108508
五大保险股内含价值及对应股价比较,6118,5,2017-05-27 14:58:27,0.20023460311003338
[加油]养老金入市长期化，漂亮50永远漂亮！必将,3942,3,2017-05-21 20:53:49,0.9996866585316685
高国富辞任中国太保执行董事及董事长职务,10449,29,2017-04-12 18:41:47,0.8777824115391788
这一天掉下来的一元，需要用一个月以上的时间弥,5798,19,2017-04-18 14:39:38,0.34202487832745876
中国太保(601601)融资融券信息(04-19),11374,33,2017-04-20 07:46:43,0.8640492580695143
你即便拉到涨停，指数照样跌！,5140,36,2017-04-24 10:05:00,0.2625879109388367
关注大盘题材股补跌，创业板反弹的情况，去杠杆,6071,33,2017-04-24 17:33:50,0.6769683510477769
深圳警方大动作！刑拘超400人，涉24家期货会员,5983,29,2017-04-14 16:34:07,0.05625776728987364
中国太保(601601)融资融券信息(04-17),8281,12,2017-04-18 07:47:43,0.8640492580695143
明天枪炮一响，保险类全部跌停,5479,29,2017-04-14 15:23:14,0.0022833829801189864
黑科技概念股有望继续逞强,5300,12,2017-04-13 21:29:00,0.7992966205258121
孔庆伟接掌中国太保,10488,13,2017-04-12 16:05:37,0.7723206935387271
中国太保(601601)融资融券信息(04-13),8719,30,2017-04-14 07:49:59,0.8640492580695143
≥华泰证券+美国金融科技企业颠覆“金融系统”,271484,806,2016-05-18 21:43:17,0.9999687895317774
抛售白马股抄底创业板,5205,13,2017-04-24 13:41:20,0.8662222034228652
快评！大肆渲染监管，做空操纵舆论！,4400,14,2017-04-24 12:12:47,0.9308573215369226
太保首季寿险保费收入按年增43%,17910,19,2017-04-18 09:04:02,0.9303735489260482
南都电源300068将诞生世界首富，超过比尔.盖茨,5142,15,2017-04-12 20:23:26,0.9984959206298502
太保董事长高国富调任浦发 孔庆伟接棒,13602,14,2017-04-14 07:01:57,0.6930832365962457
601601:中国太保第七届董事会2017年第四次临时,13765,29,2017-04-12 18:14:11,0.06546185830428364
601601:中国太保董事长辞职公告,15558,15,2017-04-12 18:13:07,0.5734978156800495
中国太保子公司太平洋人寿前4月原保险业务收入,12527,7,2017-05-15 16:57:30,0.7483636451822231
601601:中国太保保费收入公告,18117,6,2017-04-17 18:30:31,0.9448863850034425
穗恒运年报0.8元 小盘6.9亿 七连阴创一年新低才,3672,25,2017-04-24 11:39:47,0.1561634816791979
新闻发言人张晓军21日表示，中央第七巡视组对证,4686,14,2017-04-21 16:56:38,0.0396603969998347
逆势啊，与指数对着干,4012,17,2017-04-20 11:21:37,0.32346826839896947
注 本股的分析和走势 必看！可以给你选牛股的思,3553,12,2017-04-19 14:49:18,0.9729864810493534
28元才是中国太保的价值中枢。这是从市净率市盈,9266,30,2017-04-21 13:17:04,0.10436654258473088
华谊兄弟TTT网宿科技TT金亚科技TT力荐三股！ 开,3796,30,2017-04-19 05:40:17,0.9102713205912918
中国太保害的人家破人亡的不知有多少户！真是作,6930,20,2015-08-17 10:44:49,0.3888010887492003
今天保险股票打折清仓大甩卖。,4561,28,2017-04-18 15:18:00,0.4500635110577089
注意 环保和节能双概念龙头－－迪森股份300335 ,3853,28,2017-04-18 08:41:16,0.49556963157944833
中国太保两子公司首季原保险业务收入同比增29%,11212,32,2017-04-18 08:40:30,0.8924627126450893
中国太保(601601)融资融券信息(04-14),7553,10,2017-04-15 07:48:46,0.8640492580695143
本股的分析和走势 必看！有多概念 军工牛股 机,2652,11,2017-04-10 14:27:08,0.9414817013276426
4月5日，一则市场传言发酵：有文章称，截至2016,3655,11,2017-04-12 19:04:30,0.7110258051946776
著名经济学家沙黾农先生在他的博客中写道：“元,3493,10,2017-04-21 14:34:31,0.9981861514403427
中国太保(601601)融资融券信息(04-18),8937,28,2017-04-19 07:49:07,0.8640492580695143
从今年7月1日起，将商业健康保险个人所得税税前,4109,30,2017-04-20 00:32:37,0.15107529709162948
深股通第一股,3578,8,2017-04-18 23:10:07,0.15618010328240495
中国太保(601601)大宗交易数据一览(04-25),8422,4,2017-04-25 18:13:29,0.3323323781053671
果真是只有名师才能出高徒！,36472,1015,2016-08-25 16:10:33,0.3512398552856629
而在此番齐星危机爆发之前，西王集团还有意低价,3870,16,2017-03-30 20:28:03,0.9904182934598699
跌破需要减,3303,21,2017-03-22 19:43:47,0.09890073376554531
中国太保：控股子公司参与设立保证保险公司,16264,8,2017-03-12 15:11:29,0.4007843319544345
准备在28附近买入,29979,60,2017-02-08 10:59:39,0.6398871523222752
[微笑]到现在为止，中国太保庄很强了，在这位置,47004,49,2016-10-22 09:23:27,0.9498671021020724
熊市阶段的每一次反弹都要想方设法将筹码交给别,137875,57,2015-09-18 10:42:19,0.9397115173265013
前两天你不是拉起来了，有散户接盘吗？,9495,40,2016-09-26 21:02:02,0.19311256934750032
【讨论】保险股再成护盘主力 后市值得重点关注,17420,9,2016-12-20 15:27:03,0.6194338402699631
看太保的走势，大盘在酝酿大跌了,10793,12,2016-11-29 10:58:51,0.18951839093631895
余君龙：中国太保目标价33元  阻力位31元,13058,5,2016-12-01 15:28:16,0.988283029349154
我回来看看当初中签的难兄难弟们还有谁在？我的,9796,11,2016-11-09 21:35:44,0.08507077523962037
马上起飞,抢入,将快速到75元,16802,9,2016-11-14 22:03:22,0.5155016601368635
主力啊，你一个人玩这股吧！俺割了,7142,13,2016-05-15 21:25:27,0.350944100134597
国泰君安：中国太保第三季业绩符合预期目标价升,14468,5,2016-11-16 09:29:56,0.9993413132086266
大北农回调就是送钱给你！4月21日,6257,4,2016-05-16 23:14:54,0.08413725988534682
601601:中国太保保费收入公告,29696,3,2016-11-15 19:38:20,0.9448863850034425
后天怎么样？,8138,27,2016-10-29 11:24:25,0.16666666666666674
洪荒之力,6086,35,2016-11-08 11:32:08,0.8740980790056005
保险资金杀入轨道交通PPP项目 首单花落太平洋保,44578,16,2016-10-07 01:42:08,0.9552006448010281
太保下周要有所表现了。,10087,5,2016-10-21 21:20:23,0.6249541013467426
改变中国股市大事件 中美投行对决史上最,13579,4,2016-05-16 23:14:46,0.9997912430826058
打造未来更大的辉煌，大北农现在看到的都是机会,14402,6,2016-05-16 22:19:05,0.9998479467471492
这么多大资金流入，是要填权的意思吗，我套了快,13602,12,2016-05-16 22:16:28,0.9807566340884247
停牌王000553涅槃重生 草甘膦涨价概念 植保龙头,7410,7,2016-10-20 18:16:38,0.7223392601860981
本宝宝，上周就提示双头。居然有人说这是步步高,22543,24,2016-09-26 10:24:44,0.18038066785049256
利空出尽，筑底结束，重回强势，即将展开连续上,33055,44,2016-08-29 11:19:11,0.8937444913863672
现在谁敢买进太保我坚决点赞他,15604,11,2016-09-28 10:09:07,0.6539159221855728
大摩：升太保目标价至36元 评级“增持”,11192,1,2016-09-19 11:12:15,0.4964644076452853
太保的庄，你31,39857,82,2016-05-25 10:00:04,0.755485532809967
底部已经过去  暴涨即将开始,10925,4,2016-08-15 08:52:22,0.5051169532034868
27元以下，买入待分红！,10182,10,2016-08-09 23:48:31,0.18348427183076976
601601:中国太保保费收入公告,25811,5,2016-08-10 16:18:30,0.9448863850034425
量比飙升，成交量突然大量放出，什么情况,11190,6,2016-08-18 13:54:52,0.2490403390780116
转型谋突破，个险促发展,21576,4,2016-07-11 17:19:27,0.9989678658223476
601601:中国太保2015年度分红派息公告,51457,11,2016-08-03 16:47:39,0.4435947630939957
今天股权登记日。傻子才卖！,5113,7,2016-08-10 09:53:11,0.02112691290414581
10派10元分红在即！,16915,30,2016-07-29 23:35:36,0.19735306456972146
中国太保(601601)融资融券信息(08-02),5389,4,2016-08-03 07:44:29,0.8640492580695143
分红,5087,7,2016-07-28 22:30:56,0.5
中国太保预计上半年盈利同比降约46%,10440,8,2016-07-29 17:48:59,0.2689201365997995
买到这货两个月，心灵天天倍受煎熬！,4116,5,2016-07-26 19:43:41,0.96549533239749
中国太保(601601)大宗交易数据一览(01-14),38126,13,2016-01-14 18:03:37,0.3323323781053671
中国太保(601601)大宗交易数据一览(03-23),32203,31,2016-03-23 18:01:55,0.3323323781053671
今天大姐赢钱了，太保27．13买入50手试试，亏了,4869,6,2016-07-26 10:53:52,0.549734111908686
太保连分红都拖三拉四，这种保险公司谁还敢投保,5655,8,2016-07-24 23:39:55,0.062342088073177426
解密中国太保易跌难拉600802相对来说仅17分钱,56432,70,2015-12-17 15:27:34,0.14403215813457526
请分红！,6633,14,2016-07-22 15:04:31,0.2827679427353741
中国太保易跌难拉600802仅其1毛6分可翻33倍到72,56109,73,2015-12-22 22:48:11,0.03834881465626838
中国太保(601601)高管持股变动信息(7-15),13840,8,2016-07-15 21:11:06,0.2395469826122315
601601:中国太保关于参加2016年上海辖区上市公,15899,5,2016-07-20 17:04:55,0.8218836211839544
一个黑黄金产业巨头逐渐形成,37706,61,2016-05-06 20:13:17,0.6413990020054139
601601:中国太保2015年度股东大会决议公告,45858,3,2016-06-17 19:07:34,0.7863074850544192
中国太保(601601)大宗交易数据一览(01-20),33320,35,2016-01-20 18:05:45,0.3323323781053671
中国太保(601601)大宗交易数据一览(04-22),24329,15,2016-04-22 18:46:07,0.3323323781053671
601601:中国太保保费收入公告,21584,5,2016-07-14 18:30:58,0.9448863850034425
关于分红公告,6485,4,2016-07-14 15:55:31,0.4737672181921908
中国太保(601601)融资融券信息(07-07),5780,4,2016-07-08 07:43:12,0.8640492580695143
中国太保(601601)融资融券信息(07-05),4217,3,2016-07-06 08:05:16,0.8640492580695143
太保，5日、10曰、20日、30日、5周、10周、5月,5164,6,2016-07-03 19:15:08,0.001256650675352744
中国太保一季度业绩才0.24元平什么股票价格在26,21955,53,2016-05-13 02:06:28,0.7828684692541528
太平洋保险签出首单乡村民宿综合保险,17220,6,2016-06-16 03:00:08,0.3640044273579527
中国太保(601601)大宗交易数据一览(04-07),20823,15,2016-04-07 18:06:04,0.3323323781053671
中国太保(601601)大宗交易数据一览(01-18),24386,5,2016-01-18 17:56:43,0.3323323781053671
601601:中国太保澄清公告,34945,6,2016-06-12 17:52:00,0.7706693229362228
601601:中国太保关于控股子公司参与发起设立保,20428,8,2016-06-07 19:37:55,0.5843764399305926
中国太保1-4月保费932亿 同比增22%,10396,7,2016-05-16 18:20:01,0.6949385844062714
中国太保目前看短期还是比较稳妥的,13981,276,2016-05-11 20:41:02,0.8716770529931293
不亚于降杠杆清配资的利空！保监会召开险资风险,16823,18,2015-12-29 13:51:04,0.6039089719221246
别买入！耐心等待融资盘被强平爆仓时抄底不迟60,25839,28,2016-01-14 13:32:39,0.03234357049153602
保监会约谈7家保险企业 从源头收紧举牌“弹药”,25199,21,2016-01-21 09:18:32,0.23153165394907094
行情尾声，注意风险！经济每况愈下，牛市没基础,18240,20,2015-11-18 14:38:34,0.9972142685143891
利空！保监会叫停1年期理财型保险产品 1-3年产,15069,18,2016-03-21 07:29:03,0.4674500481431162
寿险业务持续向好，产险业务不断改善,12802,9,2016-04-29 15:37:07,0.29105697412977327
601601:中国太保关于控股子公司对其子公司进行,13152,5,2016-04-27 19:12:02,0.4537196947385679
601601:中国太保保费收入公告,28909,9,2016-04-14 17:56:18,0.9448863850034425
今天终于把太保彻底清仓，感动一身松。,9700,36,2016-04-15 09:53:52,0.8136685760465867
保严重低估的中国股市将会合力拉出一波具特色气,23986,22,2016-01-24 15:29:04,0.9972805599872534
保单质押贷款暴增至2300亿 险企万亿融资生意萌,22792,6,2016-04-16 00:48:37,0.9994262003598247
中国太保去年利增六成 拟每股派1元,23840,18,2016-03-27 16:41:49,0.6780704431254104
3月27日晚间上市公司利好消息一览：中国太保去,83289,26,2016-03-27 19:10:29,0.23260463493791494
601601:中国太保保费收入公告,40127,7,2016-03-14 19:31:32,0.9448863850034425
携手迪士尼，点亮保险梦,42197,8,2016-03-02 16:59:10,0.7765387041425719
积极调整投资结构，业绩表现良好,14664,22,2015-11-01 14:07:18,0.9797545830410505
保险行业：寿险业绩如日中天 推荐4股,62622,8,2016-02-26 07:55:43,0.526040950839784
业绩同比增六成，投资收益表现靓丽,19107,14,2015-09-21 09:39:26,0.9999008812701472
22号跟着老师买了上海普天，两个涨停了，今天也,5787,8,2016-02-24 13:54:44,0.6733413362293882
请给我一个持股的理由吧？！有吗？?,49340,23,2015-09-17 11:39:51,0.007907766444608444
601601:中国太保保费收入公告,46192,12,2016-02-16 18:21:16,0.9448863850034425
产品结构改善驱动新业务价值强劲增长,19082,12,2015-09-08 10:29:36,0.9395307720091284
寿险业务结构持续优化,21581,10,2015-11-13 07:43:12,0.4924084053761958
实践证明市值配售新股是券商大利空！打新资金不,25285,32,2015-11-08 09:11:36,0.963718748508126
太平洋保险董事长高国富：三个路径打造“数字太,19134,11,2015-11-19 17:32:09,0.9662896481179999
中国太保去年净利增60%,12510,4,2016-01-28 11:08:11,0.8151729930036832
601601:中国太保2015年年度业绩预增公告,40462,8,2016-01-26 17:22:09,0.6453161042101849
