取市场4000点之前，可大胆进行低吸的10只潜力个,1.0,26843.0,1624,3.5,2017/8/7 12:58
主力操盘实力就是高！--写在收盘前。,1.0,229338.0,269,0,2017/7/14 12:36
眼下可底部大胆建仓的超跌低价潜力黑马个股,1.0,15568.0,1180,3.5,2017/7/28 18:36
揭密：中长线必将走牛的小盘潜力成长个股,1.0,14324.0,1075,3.5,2017/7/27 18:14
攻市场4000点之前，可大胆进行低吸的10只潜力个,1.0,26895.0,1213,3.5,2017/6/22 11:42
此类个股有望成为2018年中的超级大牛股之一,1.0,25015.0,877,3.5,2017/6/16 15:06
狂风暴雨避风港，物美价廉才是金,1.0,20586.0,2251,3.5,2017/5/25 18:10
浦发在吞对公业务的苦果！,0.0,20241.0,134,3.5,2017/8/29 19:49
浦发银行起诉酷派：要求补足保证金8996.7万元,1.0,24679.0,1177,0,2017/8/22 13:27
不负众望，勇过难关,1.0,23682.0,350,3.5,2017/8/31 0:07
信贷人员36万个小时的工作AI几秒内完成,0.0,8817.0,2517,4,2017/8/21 19:07
浦发银行走的像小秘书一样猥琐,0.0,16823.0,14,3,2017/8/25 14:37
[特色数据]漂亮50英豪300必将疯狂展我中华5千年,1.0,8403.0,3283,3,2017/6/12 8:48
我近期融资买进的几只股,1.0,21260.0,350,4,2016/7/14 8:46
这个比较直观点，它们能领先浦发这么多吗？12.9,1.0,15961.0,184,4,2017/8/29 23:16
刚才在中国信达溜了一下，买点中国信达。12.78,1.0,6573.0,154,4,2017/8/31 10:18
浦发和民生被资金抛弃，出大问题了,0.0,36299.0,166,3,2017/8/25 10:53
这一波，12.4见，要加仓的等着。,1.0,22391.0,144,3,2017/8/4 22:29
1个月内见到22元,1.0,15965.0,128,3.5,2017/8/25 21:29
浦发银行不良率跳涨至2.09% 高管称“今年就是要,0.0,39495.0,1206,0,2017/8/29 23:02
不管是过去还是现在,0.0,12966.0,162,3,2017/8/29 20:22
老谷如何看浦发与招行股价相差一倍？？,1.0,14702.0,196,4,2017/8/29 21:08
600000:浦发银行2017年半年度报告摘要,1.0,32402.0,1214,0,2017/8/29 19:15
中报速递：浦发银行2017年上半年盈利281.65亿元,1.0,25348.0,233,0,2017/8/29 20:01
逾期,0.0,7874.0,398,3,2017/5/29 11:03
600000:浦发银行2017年半年度报告,1.0,35024.0,1307,0,2017/8/29 19:18
浦发银行：上半年净利同比增5.21% 证金公司小幅,1.0,33459.0,276,0,2017/8/29 19:45
坐等浦发兴业中报，呵呵,1.0,12277.0,195,3,2017/8/29 16:52
今晚应该增发了，不然下周出中报了,1.0,19828.0,130,3,2017/8/24 15:01
谁高价抢了我的筹码？12.78,1.0,16971.0,154,4,2017/8/25 14:58
猜浦发半年报业绩 1.048元。12.51,0.0,22374.0,191,4,2017/8/20 22:29
今晚会出公告，已增发完成？12.84,1.0,15056.0,163,4,2017/8/28 12:53
Qi1688前辈请进，有劳指点。 现价12.5元买入浦,1.0,68871.0,353,1.5,2017/8/21 10:30
还要黑银行业吗？天快亮了,1.0,10078.0,201,4,2017/6/28 5:19
小秘书你闭嘴，不许叫了,0.0,30840.0,132,0,2016/12/13 2:27
与股友们讨论一只股票。说明我不持有。12.78,0.0,8113.0,242,4,2017/8/27 19:47
没有怀疑.只有唯一==2018年7月之前 上证指数途,1.0,21596.0,180,3,2017/8/19 11:54
对于定增价格原则的理解,1.0,10078.0,160,0,2017/8/26 14:22
浦发会在利空打击下逐步崛起？会是例外吗？,1.0,16979.0,386,3,2017/8/25 20:44
三个月时间浦发不升不跌,2.0,102778.0,135,2,2017/8/4 16:16
请问要持有多少股浦发才能在浦发吧里算是中等位,1.0,12581.0,206,4,2017/8/26 12:36
如果你连现在是 牛市还是 熊市 都看不懂 那么你,1.0,12310.0,214,3,2017/1/9 20:03
浦发银行长期在净资产以下运行绝对是奇葩（823,0.0,17511.0,267,4,2017/8/23 7:26
溅人小秘书就是煽情,0.0,5004.0,126,3.5,2017/8/25 15:27
奇葩，招行1换2还有余,1.0,6247.0,245,3,2017/8/25 14:43
又到黑色星期五了，12.47,0.0,12325.0,136,4,2017/8/24 21:15
中国人寿2017年半年报令人大跌眼镜！,0.0,8188.0,383,4,2017/8/24 21:32
不发已经连续19天净流出18亿了，谁在抛？会不会,0.0,5565.0,220,3,2017/8/24 21:39
满仓满融浦发者现已动弹不得，主力完全掌握主动,1.0,9752.0,223,4,2017/8/24 13:53
招商银行 H股行情 27.850  1.350  5.09%,2.0,5447.0,30,4,2017/8/24 13:55
关于收费，请看看。12.52,2.0,6437.0,145,4,2017/8/24 11:13
浦发银行总市值为招商银行之半,0.0,7903.0,165,3,2017/8/24 8:48
浦发终于妥协！ 如不出意外，中报公布之前可完,1.0,39846.0,181,3.5,2017/6/12 20:21
问题大了，今年银行券商保险统统红盘都过不了33,0.0,7296.0,191,4,2017/8/23 22:45
浦发对小散已很好。不要说没有留机会给你12.51,1.0,9183.0,175,4,2017/8/21 19:08
浦发真是银行股中的极品，割肉出局,0.0,11319.0,130,3,2017/7/6 10:59
揭穿价值投资的鬼话，如果真要价值投资，招商银,0.0,29735.0,632,3.5,2017/7/3 16:41
浦发相比兴业民生华夏中信光大根本没有低估！,1.0,8193.0,191,4,2017/8/23 21:39
当心十点半效应。,2.0,32592.0,136,0,2017/7/21 12:50
浦发在考验着股友们的能耐，12.47,0.0,13451.0,190,4,2017/8/22 11:35
苗子,2.0,13157.0,172,3.5,2017/8/23 10:34
轻松一下，做道题吧,1.0,9540.0,183,3,2017/8/20 17:30
浦发银行6元附近见底，现在勿追！！[傲][傲][傲,0.0,19736.0,100,0,2017/6/12 20:38
截止8.18.的数据,2.0,28700.0,130,3.5,2017/8/18 21:40
联通的混改的亮点在哪里？,1.0,9272.0,279,3.5,2017/8/21 13:53
浦发每天总有1万手大单砸盘，而兴业招行没有,0.0,17173.0,139,4,2017/8/15 10:38
我就是要骂小秘兽，就是要让它知道我还没死。,0.0,6238.0,21,3,2017/8/22 15:20
希望能低于定向增发价11.88元买回浦发银行。大,1.0,6964.0,197,3.5,2017/8/22 18:07
感觉明天浦发又要跌了，12.43,0.0,12230.0,173,4,2017/8/22 17:31
静待收盘价，今日将露出狐狸尾巴，且买且珍惜。,0.0,23422.0,246,0,2017/6/14 11:28
井底之蛙无法看懂中国平安的价值,0.0,7408.0,204,4,2017/8/22 10:21
买一只能改变人生的股票,1.0,11001.0,159,3,2017/8/21 15:03
我本将心向明月，奈何明月照沟渠,0.0,44441.0,201,3.5,2017/8/15 16:04
下班喽，来看看,2.0,18050.0,149,3.5,2017/8/18 16:21
不想细看招商行半年报，只想适时增持浦发 12.51,0.0,22385.0,197,4,2017/8/19 11:43
深度解折太湖流域水质告急：8月4日染料从12000,0.0,5813.0,406,4,2017/8/7 12:04
基于以下二点，清仓浦发银行。,0.0,48245.0,440,3.5,2017/4/5 14:09
银行股我会拿很久,1.0,12426.0,558,3,2017/8/18 23:06
浦发的《逻辑思维》,1.0,511473.0,198,4,2017/5/13 11:21
真心说一句，不论你以前多么喜欢做差，现在牛市,1.0,20062.0,299,3,2017/7/12 22:47
小秘书是个既可怜又可恨的老头，简直就是个奇葩,0.0,38811.0,1144,3,2017/6/1 17:40
600000:浦发银行关于非公开发行普通股股票申请,1.0,66540.0,488,0,2017/3/27 21:07
醉美花城,1.0,21806.0,118,3.5,2017/8/10 23:34
坑爹的定向增发终于落地。增发价11.88元。 由于,0.0,21247.0,293,3.5,2017/8/17 20:41
做股票虽是网上朋友但是也是缘分所致……大家一,2.0,6008.0,244,3.5,2017/8/17 10:31
致浦发吧股友，看了就有自信心。12.59,1.0,11009.0,177,4,2017/8/15 16:54
老谷去哪里了？珍惜明天星期五的机会。12.53,1.0,13394.0,235,4,2017/8/17 19:02
发个新帖，开个茶馆分号.,2.0,13320.0,517,3.5,2017/8/16 19:59
600000:浦发银行关于调整非公开发行普通股股票,1.0,49511.0,1833,0,2017/6/12 19:00
我不希望浦发下跌，但如有好价这样的机会也会增,1.0,10541.0,208,4,2017/8/16 19:37
能买到相对低价的浦发是幸运的。12.5,1.0,11351.0,304,4,2017/8/16 13:33
鬼斧神工。,1.0,96833.0,125,3,2016/12/29 18:27
老谷，请把握明天买入浦发的机会 12.59,1.0,12336.0,174,4,2017/8/15 19:24
告诉你江铃000550为何严重低估，今年必翻番的原,1.0,9540.0,278,3.5,2017/7/15 17:58
建议国家空置税每套总房款市值 每年.年征收百分,1.0,5663.0,214,3,2017/8/15 12:58
被套的补偿。又找钱入账户了。,1.0,7493.0,135,4,2017/8/15 9:21
好吧你就涨创业板吧...一个 没有骨气的傻逼..别,1.0,6847.0,176,3,2017/8/14 14:41
钝刀切胡萝卜,1.0,18752.0,217,3.5,2017/8/11 12:27
预测：如果中国平安系突然举牌浦发银行600000.S,1.0,7423.0,273,0,2017/8/14 10:40
能不能换老谷明天适时增持100股以上？,1.0,9193.0,159,4,2017/8/14 19:24
今天开始唱多、看好浦发。12.56,1.0,10763.0,240,4,2017/8/14 10:28
炒A股赚钱不容易 ，融资炒股的好自为之！,0.0,27112.0,149,0,2017/7/21 13:38
打击目前这个畸形房地产已经价值体系   到了刻,0.0,10221.0,166,3,2017/7/26 18:35
老留进步神速,0.0,6605.0,131,3.5,2017/8/14 11:14
老谷，平安银行半年报出来了，期待你的分析和评,1.0,11907.0,156,2.5,2017/8/10 18:00
中央财办主任刘鹤：金融危机并不是小概率事件,0.0,8788.0,190,3,2017/8/9 18:49
谨给老谷一点建议。共建学习与分享 12.68,2.0,10310.0,346,4,2017/8/12 18:43
天弘余额宝相当于182个华夏银行,2.0,6150.0,245,4,2017/8/12 19:34
老闲说的余额宝最高限制10万元,1.0,9578.0,140,3,2017/8/11 19:46
浦发12.8以下的机会可不多啊,1.0,12660.0,149,4,2017/8/10 10:36
再谈浦发增发如何定价,1.0,10727.0,674,0,2017/8/11 18:23
此轮靓女出山被01虐的底朝天，失败，在浦吧多说,0.0,9378.0,164,3,2017/8/8 6:13
今天的长下影线，预示着明天大跌的观点继续不变,0.0,9596.0,28,4,2017/8/10 21:24
老银行会象老邮局离我们越来越远去。,0.0,18628.0,791,4,2017/8/6 13:32
因为不看好大盘，所以看好银行，浦发，我来了！,1.0,21432.0,154,0,2017/7/12 14:16
深交所与浦发银行开展战略合作 推动金融和科技,1.0,20167.0,316,0,2017/8/10 20:31
奉劝超级主力..别尼玛不懂 乱来 涨些破铜烂铁..,0.0,7554.0,188,3,2017/8/7 18:17
一年回顾,2.0,7785.0,332,3,2017/8/10 13:37
总让我蒙对一次的，明天大跌。12.76,0.0,9398.0,183,4,2017/8/9 15:28
明天浦发银行大阳线,1.0,8977.0,120,2.5,2017/8/9 14:32
公示一下我的账户情况。12.76,2.0,11293.0,148,4,2017/8/9 19:37
请告知小散，为什么上证和浦发每天都低开？,0.0,8106.0,156,4,2017/8/9 9:47
门铃响了,2.0,6324.0,197,3.5,2017/8/9 15:43
债转股的实质是银行为企业剥离不良借款,1.0,4486.0,162,4,2017/8/9 14:09
预测一下明天走势。是今天的五倍跌幅。12.87,0.0,11634.0,203,4,2017/8/8 15:18
滿足一级核心资本要求，为何不用向全体股东配股,0.0,12444.0,209,2.5,2017/8/6 10:45
浦发股价什么时候会进入净资产以下？,0.0,9169.0,152,4,2017/4/6 17:01
16.16元买入浦发银行，留半年分红！,1.0,28368.0,204,4,2016/10/31 15:57
雪球上看到浦发成都被骗1000亿贷款，有这事情不,0.0,24848.0,160,2,2017/4/5 20:26
房子大局已定..所有的二手房价值归零...剩下 的,0.0,12683.0,170,3,2017/8/4 7:59
浦发大股东的新形像？,1.0,21034.0,231,4,2017/8/4 15:18
今天在吧里聊着竟忘记了申购。12.93,1.0,5961.0,157,4,2017/8/7 22:41
谈输记也有些日子没来了，12.85,0.0,7549.0,172,4,2017/8/7 12:15
越想越觉得，我不能拿着每年不确定分红的股票！,0.0,8462.0,210,3,2017/4/6 15:34
一直上不去的原因就是抛压盘太重了，拉一点后面,0.0,5114.0,190,0,2017/4/5 13:48
8月7日北京的天空,2.0,4043.0,140,3.5,2017/8/7 12:28
东华二货股神于今天长城汽车涨停时清仓，获利1,1.0,5792.0,160,2.5,2017/4/6 16:10
14下面补点市值！！！,1.0,1631.0,146,4,2017/5/8 11:38
偶的神，消极怠工。,0.0,5557.0,144,3.5,2017/8/6 22:27
被发现集巨量资金炒次新股，那次新股就麻烦了。,0.0,11306.0,188,4,2017/8/5 14:10
黑色星期一的机率极大，12.87,0.0,11445.0,173,4,2017/8/6 11:32
有比较才有鉴别,2.0,7694.0,118,2.5,2017/8/4 18:53
大家都在骂浦大股东，难道没有富德减持的可能吗,1.0,11524.0,136,4,2017/8/4 23:09
浦发增发前夕疑似承销机构规律性打压，保护中小,1.0,11458.0,288,0,2017/8/4 21:21
2014以来老银行涨跌幅排名 002142+221% 601009+,2.0,8254.0,340,2,2017/8/5 21:41
这些天在贵阳，贵阳非常繁华，生活水平极高，物,1.0,24118.0,434,3,2017/5/22 23:35
竹石,2.0,7561.0,144,3,2017/8/5 9:43
除次新银行，浦发是今年唯一涨停过的,0.0,11596.0,207,3,2017/8/4 21:26
这大股东真是不想多掏一分钱？,1.0,17897.0,138,2,2017/8/1 14:23
12.91元109万股大单砸盘,0.0,21307.0,147,4,2017/8/4 11:23
今天异动放量大跌,0.0,12313.0,172,4,2017/8/3 10:22
浦发今年涨幅等于工行涨幅的四分之一。,0.0,13118.0,146,2,2017/7/26 22:08
我看到很多其他股票都是在出逃。12.87,0.0,12492.0,193,4,2017/8/4 15:13
看了雪球上银粉，都去浦兴了、卖了招行1换2股浦,1.0,13707.0,192,3,2017/8/3 8:59
我的损失挺多的，不知会不会来个黑色星期五13.0,0.0,11455.0,150,4,2017/8/3 19:09
银行配股挫信心，煤飞色舞又一天,0.0,1180.0,133,4,2017/7/31 15:15
回小秘书帖子的屎全家,0.0,9420.0,130,0,2017/7/19 22:06
股票市场的涨涨跌跌属于正常现象，只要你不去碰,2.0,6972.0,214,3.5,2017/7/27 18:33
浦发股价对招行狂涨视而不见,1.0,1276.0,128,4,2017/8/2 13:45
续,2.0,364.0,112,3.5,2017/7/30 19:28
小秘书你发一个帖子，你妈减寿10天。,0.0,13320.0,146,0,2017/3/25 22:28
浦发可以加速下跌。13.38,0.0,9892.0,153,4,2017/7/27 1:26
买大盘股国股央股爷股投资：这是价值投资吗！,1.0,1366.0,153,2.5,2017/7/25 14:33
以后13元以下的浦发慢慢变成底部价,0.0,12249.0,17,4,2017/6/9 13:30
中级行情即将展开！,1.0,847.0,192,4,2017/7/31 19:28
情况极不乐观。13.40,0.0,512.0,143,4,2017/8/2 11:06
早评,2.0,1714.0,78,0,2017/7/18 13:01
珍惜你这一生唯一的解套机会，解套就走，逃离赌,0.0,7600.0,197,3.5,2016/12/12 11:14
浦发吧里有这样无耻的小秘书。你给老子说。你到,0.0,419.0,203,1,2017/7/31 21:22
郭氏投行法则       大国杀器航母还是投行？券,0.0,8138.0,244,4,2017/2/24 11:08
上午大盘闪崩是进入牛市的信号吗？,1.0,20145.0,201,4,2017/7/17 12:55
600000:浦发银行2016年度全球系统重要性银行评,1.0,35959.0,432,0,2017/7/26 16:29
浦发银行可以送个外号了:百分之零点五先生。,0.0,7003.0,93,2.5,2016/11/22 11:30
由证金公司一季度调仓想到的：证金该不该退出市,1.0,8534.0,87,3.5,2017/4/29 15:08
银行拉高为增发， 平行、南行，下一个可能是招,1.0,363.0,160,4,2017/7/30 8:47
证监会通报操纵股价四种方式：关联账户，自买自,2.0,24163.0,900,4.5,2016/9/27 11:49
浦发银行不要急，暗中吸筹连涨即将来临，看后市,1.0,8846.0,117,0.5,2017/7/23 15:45
军队有能力打败一切来犯之敌<我的祖国》,1.0,368.0,151,3,2017/7/30 21:24
中国人寿是保险股中最后一块价值洼地!,1.0,12562.0,292,4,2017/7/25 11:16
浦发银行(600000)融资融券信息(07-28),1.0,347.0,546,0,2017/7/29 7:36
你该想到浦发了,1.0,46012.0,148,3,2017/6/15 18:55
陆金宝年华收益逼近4.3%，银行躺着赚钱日子一去,1.0,298.0,140,4,2017/7/28 22:31
600000该贪婪的时刻 必须贪婪..关键是要懂,1.0,416.0,155,3,2017/7/28 20:42
浦招兴中，兴业比招行低6.5元！,0.0,14654.0,149,4,2017/6/23 14:17
600000:浦发银行第六届监事会第二十次会议决议,1.0,20143.0,595,0,2017/7/26 16:29
600000:浦发银行第六届董事会第二十一次会议决,1.0,25548.0,609,0,2017/7/26 16:29
抛！经济恶化，拉股价，用人性贪婪，忽悠股民在,0.0,22680.0,357,4.5,2016/1/29 14:13
小招再出招,1.0,10292.0,120,3.5,2017/7/27 10:36
可能几年内都赶不上招行了,0.0,32201.0,136,3,2017/7/25 5:34
緾论、江恩论等都是妖论！,2.0,20130.0,191,4,2017/7/23 21:49
从今天开始浦发银行 ..半年将迎来百分15到百分3,1.0,17145.0,170,3,2017/7/23 21:03
有人买浦发被套的吗？13.38,0.0,7422.0,175,4,2017/7/26 17:13
业内人士指出： 入选全球系统重要性的银行名单,1.0,4905.0,295,3.5,2017/7/27 13:16
向增发价靠拢,1.0,2786.0,122,3,2017/3/29 13:17
找不到一只可以买的股票。,0.0,8667.0,139,4,2017/7/26 10:17
与小秘书共进退，下周一起喊跌！ 这个群里就数,0.0,19049.0,387,0,2017/7/15 22:45
不要听这些用心不正的糊弄，不追高！13.48,1.0,9201.0,196,4,2017/7/24 13:50
蠢货以为拉四大行能维持指数而不断IPO,0.0,4346.0,132,4,2017/7/26 11:32
祝贺,1.0,4411.0,135,0,2017/7/13 17:50
夜观星象，下周会明显下跌。13.45,0.0,15084.0,167,4,2017/7/21 20:31
摩通增持中国平安1.99亿股 每股52.154元,1.0,8007.0,231,4,2017/6/29 21:10
几千只公墓基金才开始加入抢银行的行列,1.0,11801.0,172,4,2017/5/25 16:50
现价不宜买入浦发，13.67,0.0,10679.0,165,4,2017/7/24 19:28
银行股中垫底倒数第一 为啥 出啥大事了,0.0,5324.0,133,3.5,2017/6/26 14:01
招商银行中期业绩远超预期，同比增长11.43%，不,1.0,8287.0,146,3.5,2017/7/24 19:02
浦发吧近来没落了。12.64,0.0,15034.0,252,4,2017/6/24 23:36
浦发最大的利好就是,1.0,5749.0,151,3.5,2017/7/14 10:29
喂，我已空仓，要加大力度上涨呵。13.69,0.0,20273.0,149,4,2017/7/19 21:52
老谷，证金还在吗？13.59,0.0,13240.0,207,4,2017/7/15 15:33
对标全球股市 A股的估值差异表现在哪里？,1.0,5691.0,1522,3.5,2017/7/23 13:04
Q1688就是一个不学无术的老菜鸟,2.0,35855.0,214,4,2017/7/19 19:32
2017--2019财年浦民兴净利润总额谁将领跑？,2.0,16186.0,363,4,2017/5/1 14:20
开始正道,1.0,7466.0,251,4,2017/6/22 16:09
基金抱团炒个股是中国式庞氏骗局，隐患范危害大,0.0,27672.0,334,4,2016/7/21 14:35
一个优秀的股票，在大盘震荡走势看浦发跌个块八,0.0,20318.0,247,3.5,2016/12/19 17:13
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,0.0,45629.0,375,4.5,2016/3/22 12:47
600000 用数据说话！,1.0,12945.0,127,2.5,2017/7/19 23:59
二十均线，误差那么大吗？,0.0,6053.0,175,3,2017/7/21 10:51
转战券商板块,1.0,3278.0,122,3,2017/7/20 18:50
招商银行是龙头！,1.0,4839.0,123,3.5,2017/7/12 10:42
美图,2.0,7864.0,116,3.5,2017/6/22 10:52
今日关注石墨烯江海股份，中超控股,1.0,3079.0,142,3.5,2017/6/26 11:50
我有2 个老婆..一个老婆86一个 老婆73年...,2.0,7396.0,162,3,2017/6/29 21:09
A股荣耀一一京东方 BOE,1.0,19044.0,135,2.5,2017/7/5 16:23
还是看上银月线图,2.0,4959.0,120,3.5,2017/7/19 16:39
证监会通报操纵股价四种方式：关联账户，自买自,2.0,15276.0,899,4.5,2016/9/26 14:34
很纠结，错过了平安行。13.27,1.0,12090.0,141,4,2017/7/13 16:07
没有卖在高位，请指教。,0.0,10041.0,146,4,2017/7/14 19:56
友情提示：5月24日是浦发的股权登记日，分红送,1.0,43379.0,391,2,2017/5/23 21:55
短期浦发还可有涨的机会。但很多优质股涨不动了,1.0,12193.0,213,4,2017/7/18 18:00
你 是千堆雪我是长街.大家各自归位..自己到底是,2.0,5172.0,173,3,2017/6/26 16:53
玩银行股玩的不是搬砖，也是看好这企业。,1.0,5724.0,165,3,2017/5/26 19:29
看看明后天能不能增持一点浦发。12.64,1.0,8805.0,194,4,2017/6/25 20:43
渣渣的美图,2.0,7049.0,5,3.5,2017/6/26 10:02
上半年50座大城市卖地超1.2万亿 平均地价涨超30,1.0,3814.0,501,3.5,2017/6/25 12:11
中国平安蜕变成---金融健康科技网络技术公司,1.0,10620.0,2186,4,2017/6/20 20:17
今天卖一档12.60元，挂单23387手,1.0,30248.0,137,3.5,2017/7/10 13:40
我来对浦发做个比喻,1.0,32590.0,385,3,2017/7/15 23:29
我想还是要告诫：年青的朋友，股市有风险，入市,0.0,43730.0,286,3.5,2016/8/11 12:55
聪明人都走了，留下来的都是傻瓜，但是赚钱了,1.0,8752.0,152,3.5,2017/7/17 12:41
[拜神]漂亮50中国股市的心脏;沪深300中国股市的,1.0,3292.0,325,3.5,2017/7/15 17:37
就是推卸责任！ 最近赔钱上仿的,0.0,2708.0,140,3,2017/7/16 13:59
没涨的好票越来越少了,0.0,11019.0,147,4,2017/7/14 14:56
真的不敢想信，但确实发生了奇迹！,1.0,16811.0,210,4,2017/7/15 16:00
这次是优质龙头白马不断创历史新高的行情,1.0,19701.0,447,4,2017/6/8 8:05
13元多卖出浦发？相当于20元卖出招行！,1.0,15042.0,461,4,2017/7/15 14:02
水调歌头，自勉,1.0,10434.0,231,3.5,2017/7/14 5:14
浦发银行20个交易日内的走势预测（戏说不许当真,1.0,28079.0,306,4,2017/5/31 5:55
持有高速成长的南京银行，等于中签新股银行股。,1.0,10622.0,159,3,2016/7/23 6:16
南京银行注意企业形象,2.0,8892.0,130,3,2017/3/29 6:25
浦发银行我来做波段了，,1.0,9988.0,169,4,2017/7/6 7:46
我刚同样地被洗走了，,0.0,10453.0,141,4,2017/7/14 14:51
浦招兴中，13元以下浦发的性价比又排前了,1.0,16118.0,163,4,2017/7/12 11:29
四大都除权了,1.0,16729.0,155,3.5,2016/7/8 10:49
浦发银行新世界！求下联！,1.0,23241.0,164,4,2017/2/2 17:42
为浦发老中医点赞,1.0,6580.0,126,3.5,2017/7/13 15:46
.↓它没能力在高端领域施展，只能在低端玩血汗工,0.0,8358.0,146,1,2017/7/9 17:44
被轧空的小散进场了，往往是短期头部，这种例子,0.0,6874.0,313,3,2017/7/12 21:58
央视财经：乐视网边推概念边套现，是创业失败还,0.0,4758.0,837,3.5,2017/7/12 10:52
浦发银行,2.0,47498.0,59,0,2017/3/21 17:07
中个嘉泽新能1.26元每股,2.0,6155.0,146,4,2017/7/12 9:02
谁说不能超过13.20元的？,1.0,8649.0,147,4,2017/7/12 19:37
韩志国教授再度发文发表关于IPO观点言论,2.0,21775.0,1465,3,2017/6/28 7:39
第5次全国金融工作会议或7月中旬召开。该会议是,2.0,3584.0,234,3,2017/7/11 20:25
招行加油[赞][献花],2.0,17232.0,125,3.5,2017/6/23 21:27
肯定又崩盘了 !!!!!!!!!!!!!!!!!哈哈!!!!!!肯定,0.0,6611.0,222,4.5,2016/5/17 9:44
错过了茅台 别再错过“千年等一回”的它！,1.0,6579.0,216,4,2017/5/15 10:51
为什么要涨上去，想把我还是想把老谷洗走？,1.0,8220.0,172,4,2017/7/11 15:12
久盘必跌，空间是跌出来的。12.57,0.0,7288.0,185,4,2017/7/10 12:22
浦发银行(600000)大宗交易数据一览(07-10),2.0,20796.0,479,0,2017/7/10 18:47
gangye01赌输了 去年浦发分红完了，gangye01与,1.0,7488.0,219,2,2017/7/10 11:32
腾讯公司推出的：王者荣耀：使成千上万个青年学,2.0,10726.0,337,3.5,2017/7/5 15:12
DKCXP1 我很希望你能做我的老师，但……,2.0,5436.0,147,3.5,2016/8/27 16:29
为股东高效赚钱的银行股。,1.0,39939.0,387,4,2017/4/4 16:52
梦想已成功,1.0,8245.0,138,3,2017/7/8 8:43
到这个吧里来叽叽叫的有这几种人。,2.0,3047.0,141,2.5,2017/7/9 21:52
忽悠,0.0,36482.0,280,3.5,2017/3/31 22:04
千年等一会，中国平安啊，十年后股价超过445元,2.0,4676.0,282,4,2017/5/15 18:57
生命的延续,2.0,66031.0,349,3.5,2016/9/10 18:18
浦发有自己的规律运行？12.60,2.0,14783.0,221,4,2017/7/7 19:14
赚不赚钱不重要，重要的是。。。,2.0,35514.0,208,3.5,2017/6/15 22:43
浦发银行(600000)大宗交易数据一览(07-06),2.0,22554.0,479,0,2017/7/6 18:40
分配如此差，还玩转股游戏，垃圾，上海人的耻辱,0.0,10635.0,156,0,2017/4/30 15:15
竟然无耻的红了,1.0,4055.0,137,0,2017/7/2 13:44
大盘反弹有些日子，如果大家认为是反弹，不是反,1.0,1978.0,217,0,2017/6/20 10:46
美呆,1.0,30220.0,114,3.5,2017/5/29 20:33
住房公积金打通异地壁垒 4.5万亿缴存结余望盘活,1.0,3666.0,224,3.5,2017/6/25 10:17
等了  三十年MSCI将破门而入券商崛起      这些,1.0,5909.0,202,4,2017/6/12 9:57
什么叫事与愿违...看看外储逐月减少知道了,0.0,27001.0,195,3,2016/11/7 19:57
仙人指路[微笑],1.0,3533.0,122,3,2017/6/22 17:48
银行股外最安全的白马股,1.0,7561.0,126,4,2017/4/26 13:46
中国平安陆金所毛估估2017年净利70亿元,2.0,8061.0,821,4,2017/6/24 8:59
