标题,阅读,评论,字数,影响力,时间
中国平安(601318)大宗交易数据一览(09-28),38667,11,486,0.0,2017-09-28 19:10:35
宁波港祝贺中国平安大涨,12382,44,142,1.0,2017-06-09 10:56:52
狂笑 狂笑 笑眯眯的翻倍股 晨鸣 季报隐藏业绩核,15148,47,1001,4.5,2017-06-05 21:17:09
错过茅台万科银行保险！别错过广发证券后来居上,5613,18,170,4.0,2017-07-20 13:56:36
实盘：满仓满仓保险，想发财买保险，想赚钱必蓝,521868,247,352,0.0,2017-06-08 10:58:31
热点轮换快，分散持股好。,39968,381,134,0.0,2017-08-19 09:55:11
平安/分享 皇城金枝玉叶 却是贱奴使女身价,10707,21,218,4.0,2017-09-11 09:47:30
炒股炒2017年上市证券新股601881一600909一0025,14356,116,240,4.0,2017-08-31 08:00:09
宝能、安邦熄火后 平安今天举牌了工行H股！,22564,5,1926,0.0,2017-09-27 16:19:51
不管你买不买平安，买多少平安，两年后，你都会,19736,17,471,0.0,2017-09-26 10:34:53
中国平安(601318)大宗交易数据一览(09-26),32855,12,476,0.0,2017-09-26 18:28:08
中国平安：正与东航研究和探讨混改合作,60831,11,587,0.0,2017-09-26 15:59:30
中国平安(601318)融资融券信息(09-25),5265,2,554,0.0,2017-09-26 07:58:40
东航集团与中国平安达成全面战略合作,33114,5,497,0.0,2017-09-25 12:32:40
中国平安，买一送十。走过路过，不要错过！,21874,23,300,0.0,2017-09-20 10:21:49
中国平安，王者归来！,69214,134,1325,0.0,2017-09-01 12:31:04
哈哈哈哈哈哈哈哈哈。晨鸣将涨三倍还低估，4年,10894,40,1803,4.5,2017-08-08 20:25:30
中国平安70元大盘见底,40696,47,135,2.0,2017-06-12 14:51:13
平保斥16亿元人民币入股日本汉方药制药公司津村,30041,16,405,0.0,2017-09-22 17:41:37
中国平安(601318)融资融券信息(09-18),6366,7,538,0.0,2017-09-19 07:54:56
中国平安(601318)融资融券信息(09-15),9195,11,544,0.0,2017-09-16 07:46:53
中国平安战略入股日本津村 成其第一大股东,43045,17,491,0.0,2017-09-22 22:56:17
中国平安(601318)融资融券信息(09-06),7714,6,544,0.0,2017-09-07 07:58:40
集合贴，图个吉利,734625,3897,122,3.5,2016-07-25 17:20:24
中国平安(601318)融资融券信息(09-22),9914,49,544,0.0,2017-09-23 07:47:22
这是要破了啊,6890,19,122,2.5,2017-09-11 12:46:58
投资中国平安的六大理由,51991,59,962,0.0,2016-11-13 10:46:29
中国最大的“隐形地王”——中国平安,53374,16,3298,0.0,2017-09-19 15:24:26
中国平安(601318)融资融券信息(09-08),10722,26,542,0.0,2017-09-09 07:45:41
我来了，哈哈哈哈,24080,37,140,3.0,2016-11-21 19:49:03
本人认为投资中国平安比茅台更划算！！！大家看,12259,6,261,3.0,2017-09-21 16:29:21
三十万股全部已经换成了陕西煤业（601225）不知,10061,17,192,0.0,2017-08-04 11:51:12
中国平安(601318)融资融券信息(09-21),5901,2,542,0.0,2017-09-22 07:46:21
融券卖出平安套利,22539,59,126,3.5,2017-06-06 13:13:13
中国平安(601318)大宗交易数据一览(09-21),19542,5,464,0.0,2017-09-21 18:13:02
石墨烯电池实物已经开始生产,10283,22,130,0.0,2017-08-02 19:10:52
中国平安最适合做长期价值投资,25591,18,264,3.0,2017-08-17 15:55:13
中国平安是全球500强中国企业的实际上的首位！,7731,5,183,3.0,2017-07-20 22:37:22
中国平安(601318)融资融券信息(09-14),6869,7,540,0.0,2017-09-15 07:47:09
平安2017年月K线分析,51246,61,192,3.5,2017-08-31 14:28:54
中国平安最大的对手是阿里和腾讯,10698,7,3429,4.0,2017-09-20 09:05:26
中国平安(601318)大宗交易数据一览(09-20),23049,10,463,0.0,2017-09-20 18:25:42
中国平安 ：人工智能是目前集团研发的核心,32275,24,307,0.0,2017-09-19 17:47:13
真白马高价值强增长,86244,19,1989,0.0,2017-08-23 18:12:17
小摩减持中国平安1.34亿股 每股61.671元,47881,25,212,0.0,2017-09-15 21:05:13
中国平安(601318)融资融券信息(09-19),6450,3,542,0.0,2017-09-20 07:47:14
看了一天。今天大跌，完全是平安罪魁祸首,25570,55,148,3.5,2017-08-10 14:32:16
中国平安董秘：将继续坚持价值经营为导向 积极,24130,16,316,0.0,2017-09-19 17:49:16
中国平安(601318)大宗交易数据一览(09-19),32765,22,479,0.0,2017-09-19 18:34:24
昨天54.3卖53.6接回来，今天54.8卖53.15接回来,7405,18,214,0.0,2017-09-19 12:38:01
中国平安：下半年继续保持偏大盘价值型的配置风,20596,8,322,0.0,2017-09-19 17:48:10
价值投资的骗局,117756,410,124,3.0,2017-06-11 23:25:34
中国平安 要防跌破下轨进入调整,16285,132,135,4.0,2017-08-10 16:19:50
龙头就是龙头，2017-2018赚钱就靠中国平安,63584,115,154,0.0,2017-06-01 14:03:10
摩通减持中国平安1.34亿股 每股61.671元,52749,34,216,0.0,2017-09-15 19:44:43
~~ 九鼎新材 银隆汽车 九鼎佑丰 天问信息,8218,17,188,2.0,2017-07-12 12:17:56
6年茅台昨日已出。,16398,39,179,0.0,2017-08-01 10:34:28
股道教你盘中如何做T+0操作,12995,17,832,4.0,2017-08-19 19:18:40
继续增持中国平安！,35810,26,178,3.0,2017-08-04 15:39:05
摩通奔十年十倍而来，港平安根本不可能深调,21004,11,139,4.0,2017-09-14 19:40:20
中国平安明年能不能上100？,51371,19,3576,0.0,2017-09-13 08:18:57
粤水电(OO2O6O)未来国企改革肯定潜力__________,7009,23,283,4.5,2017-07-17 13:27:45
中国平安(601318)大宗交易数据一览(09-14),31793,13,471,0.0,2017-09-14 19:22:25
以截图了证明，我的言行和实操一直！,2268477,6857,138,3.5,2015-12-02 11:55:08
烂臭股，打那些所谓价值投资者的脸啪啪响,20265,60,136,3.0,2017-07-12 15:04:00
现在1万股平安相当于15年前京城三环内100平米住,16510,9,175,4.0,2017-09-13 11:34:01
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,51425,96,375,4.5,2016-03-22 13:30:37
中国平安(601318)融资融券信息(09-12),4347,4,544,0.0,2017-09-13 07:48:02
中国平安(601318)大宗交易数据一览(09-13),34122,15,471,0.0,2017-09-13 18:29:39
中国平安(601318)融资融券信息(09-01),12714,9,542,0.0,2017-09-02 07:55:38
错过了锂矿、钴矿翻倍机会，一定要抓住钛矿翻倍,12283,34,669,4.0,2017-08-29 07:50:18
1-8月平寿险同比增35.59%产险同比增23.98%,12136,8,204,4.0,2017-09-12 18:55:54
基金抱团炒个股是中国式庞氏骗局，隐患危害大31,40937,69,333,4.0,2016-07-22 08:29:31
中国平安前8个月保费收入同比增长31.6%至4247.2,19548,20,284,0.0,2017-09-12 17:19:07
中国平安前8个月份原保费收入升31.57%至4247.26,22847,22,377,0.0,2017-09-12 17:43:15
中国平安前8月保费收入增长三成,21814,22,197,0.0,2017-09-12 17:58:20
中国平安：前8月保费收入4247亿 同比增逾三成,24658,13,280,0.0,2017-09-12 19:52:51
平安年末净资和剩价58元左右，能调到那里去？,10986,4,172,4.0,2017-09-12 10:49:56
怎么不见帖子了,10590,108,124,2.5,2017-08-19 16:48:03
上证50，以中国平安为首，下周二下午2点至2点30,12171,20,168,0.0,2017-09-11 14:12:56
摩通增持中国平安798万股 每股62.385元,44778,23,216,0.0,2017-09-06 19:01:45
每年赚30%，你还嫌少吗,285829,407,414,3.5,2016-08-04 15:58:44
守株待兔——寂寞的等待,13200,13,488,3.5,2017-01-09 11:29:44
大象起舞——中国平安至少会有长达十年以上的高,17704,14,27,3.0,2017-08-01 15:16:01
友邦保险前6个月业绩报表,17093,23,12725,4.0,2017-07-28 20:41:11
在线关注牛股600531一600791一300419一000958一,7113,53,190,4.0,2017-08-22 13:56:23
价值投资，首选平安！,26280,48,159,0.0,2017-06-23 11:36:03
中国平安(601318)融资融券信息(09-05),5804,3,542,0.0,2017-09-06 07:56:03
摩根大通增持中国平安798万股涉资4.98亿元,45601,13,206,0.0,2017-09-06 20:07:18
从外资加仓平安说起,47695,38,833,3.5,2017-07-28 11:35:08
从正大集团开始减持平安说起,21353,14,418,3.5,2017-08-30 10:27:50
平建不能移！！,32707,43,147,2.0,2017-07-12 16:04:43
哈哈哈 咯咯咯！抢盘了，抢盘了，黄金砸头！晨,10309,26,779,4.5,2017-04-24 21:30:47
中国平安(601318)大宗交易数据一览(09-05),38002,14,487,0.0,2017-09-05 18:33:41
平安、南京银行、宁波银行组合,12483,23,140,3.0,2017-08-01 10:31:54
601318:中国平安2017年半年度分红派息实施公告,165163,21,1762,0.0,2017-08-25 20:29:50
平安寿险健康险上半年利润925.11亿元?,14505,24,133,4.0,2017-08-26 00:12:02
有人拿出讯的股票来忽悠吧友，中国平安真正的技,19476,19,319,0.0,2017-08-27 18:38:13
中国平安(601318)大宗交易数据一览(09-04),40349,33,483,0.0,2017-09-04 18:38:40
剩余边际价值是中国平安业绩增长的永动机,21446,15,386,4.0,2017-09-03 12:36:26
中国平安：平安银行拟发行不超260亿元可转债,41817,6,270,0.0,2017-07-28 21:18:37
中国平安(601318)大宗交易数据一览(08-29),31326,16,469,0.0,2017-08-29 18:27:06
中国平安(601318)融资融券信息(08-29),6967,8,558,0.0,2017-08-30 07:59:31
8月29日股价上涨0.86元，成交量却减少50%，意味,18504,8,620,0.0,2017-08-29 17:37:33
在A股唯一具有阿里、腾讯潜质的平安又会被外资,25969,25,314,3.5,2017-07-28 09:38:30
摩通继续增持平安8718万股，每股作价62.885元,16211,12,223,4.0,2017-08-31 22:51:47
平安、阿里巴巴们还是中国人的吗？,6471,8,840,3.5,2017-07-28 11:24:05
抛！连拉股价，制造概念，用人性贪婪，忽悠小股,58548,27,363,4.5,2015-09-11 11:00:29
高位急拉升是大跌前诱多！出货是一价格区域不是,16155,32,234,4.5,2015-11-18 14:44:36
崛起的平安！,14525,12,237,3.5,2017-01-06 15:17:29
中国平安(601318)大宗交易数据一览(08-31),29560,11,471,0.0,2017-08-31 19:16:22
今日之阴线，比黄金更宝贵！,10499,14,330,0.0,2017-08-30 17:54:57
平安K线图谱分析,176015,245,299,3.5,2017-04-26 15:45:41
正大集团场外减持中国平安2078万股 每股59.35元,45113,17,219,0.0,2017-08-29 22:23:44
根本不可能有比中国平安更好的股票。,14451,13,144,4.0,2017-08-29 17:54:38
二季度重仓平安,53992,171,134,0.0,2017-07-24 09:07:31
中国平安副董事长一连串怪异举动说明了什么？,39775,31,625,0.0,2017-06-05 16:37:17
马司机十分难得地说出了公司的应有价值，并对公,23383,27,650,0.0,2017-07-17 11:11:16
多角度分析：中国平安到底值多少钱？（通俗易懂,190001,167,1148,0.0,2017-05-27 11:33:14
今天放手加仓平安,23606,16,184,3.0,2017-08-10 16:37:57
让看空中国平安的伪高手们踏空吧，颤抖吧，貌似,18940,51,172,0.0,2017-06-22 09:52:46
三年不开张，开张吃三年！,36009,59,300,0.0,2017-05-23 17:54:22
太厉害了，居然有人把平安未来五年的周K线图画,26624,28,150,0.0,2017-08-24 11:43:13
4月26号突破了原来箱体顶部37元，主升浪就此展,100645,139,161,2.0,2017-05-16 21:02:04
3700手最后五分钟全部卖出，等明天回调再接回！,14713,21,158,3.5,2017-08-01 14:58:15
我今天又增持了一千手，六个账户合计持有5700手,15400,11,195,3.5,2017-08-04 14:54:47
中国平安(601318)大宗交易数据一览(08-28),30981,5,458,0.0,2017-08-28 19:15:19
买中国平安未必是价值投资,79230,61,385,0.0,2017-04-29 11:16:29
中国平安8月底股价低于55.69元都属于超低估,30868,26,212,4.0,2017-08-21 21:30:42
业绩靓丽 港中资保险股获追捧,14651,6,1778,0.0,2017-08-28 08:00:32
[成交满仓]女士们先生们朋友们！战胜内心的恐惧,6436,15,412,3.5,2017-07-23 19:45:40
中国平安 2017 年半年度分红派息实施公告,11193,4,2281,4.0,2017-08-25 20:15:07
中国平安(601318)融资融券信息(08-25),7730,14,546,0.0,2017-08-26 10:06:23
平安寿险上半年已为全年完成629.86亿元新业务价,8426,7,192,4.0,2017-08-26 00:52:21
中国平安业绩会：公司估值应加入科技元素 股价,124831,58,17715,0.0,2017-08-18 13:59:37
平安牛才是真的牛！,9604,15,176,0.0,2017-08-22 10:18:12
中国平安：增持,71745,12,741,0.0,2017-08-23 13:23:57
如果到现在还认为大蓝筹只是在护盘，你就真的该,24603,25,321,3.0,2017-07-12 12:21:11
关于中国平安,52094,54,122,2.5,2016-09-10 22:02:52
中国平安保守估值约60元！（附估算步骤）,105552,90,422,3.0,2017-03-29 13:55:29
据传主力拉平安到150元,42158,63,144,3.0,2017-05-22 10:25:41
什么价值投资？什么养老金买中小创？都是瞎子摸,13336,45,905,0.0,2017-08-20 10:43:46
8月12日，中国平安即将开启大牛市之行情，这个,25822,36,211,3.5,2016-08-12 16:44:40
冒着生命危险所写,21065,22,825,2.5,2017-02-22 17:12:26
中国平安报表的冷解读,31372,46,1881,2.0,2017-08-18 13:25:42
保险股攻势再起 中国平安涨逾2%,24740,9,174,0.0,2017-08-22 10:40:57
中国平安这一轮超级慢牛将解放所有的中国平安的,34080,31,150,0.5,2016-11-28 10:58:33
最大最好的互联网金融股---中国平安,294246,306,273,2.5,2016-05-06 08:43:52
中国平安半年报业绩增6.5% 拟每股派0.5元,25039,7,241,0.0,2017-08-18 09:50:07
麦格理：中国平安中绩盈利增强 升目标价至76元,33889,14,366,0.0,2017-08-21 16:58:46
盈利高增长超预期，寿险新业务价值大幅提升,41400,6,1522,0.0,2017-08-21 21:46:10
2017年中报点评：业绩高增，估值水平也达到近年,51252,16,1009,0.0,2017-08-21 15:09:12
确实很牛！真蓝筹！,13354,13,128,4.0,2017-08-17 18:08:11
中国平安：剑指富国银行搞零售 平安银行不良率,28578,8,2990,0.0,2017-08-15 17:00:19
怎样的业绩才能支撑40%的涨幅？中国平安半年报,94779,25,2561,0.0,2017-08-18 01:06:04
中国平安上半年净利434亿 派息大幅提升150%,54654,21,1635,0.0,2017-08-17 17:51:36
你们猛拉中国平安，我试问这样有助于经济发展吗,9598,22,226,3.0,2017-07-12 10:26:23
明年上半年平安至少增长40%,25687,88,302,2.5,2017-08-19 09:42:04
半年报点评：保险主业增长强劲，高权益资产比例,40596,7,1466,0.0,2017-08-20 16:51:32
国内外机构集体刷新中国平安评级 最高目标涨幅,41361,17,554,0.0,2017-08-18 17:23:08
中国平安：权益投资青睐 高分红低估值品种,32293,11,1750,0.0,2017-08-19 02:34:03
中国平安：希望改变传统金融机构估值方式,25910,7,1513,0.0,2017-08-19 01:29:31
准备大干一场,33476,46,123,0.0,2016-11-19 15:08:18
吐槽中国平安！,54242,85,236,0.0,2017-08-04 18:31:26
中国平安(601318)融资融券信息(08-18),9987,43,546,0.0,2017-08-19 08:38:02
这么大盘这么高股价，买了有什么意义呢，送股不,36460,122,211,1.0,2017-07-21 20:21:11
马明哲：将平安从资本驱动型转向科技驱动型,22733,8,1869,0.0,2017-08-18 07:23:13
轻舟已过万重山---中国平安2017年半年报解读,23372,16,3240,4.0,2017-08-17 23:09:42
平保：不再是传统金融机构估值应该加入科技元素,22407,13,1678,0.0,2017-08-18 21:23:52
零售客户量价齐升，科技金融价值聚变,25565,3,2172,0.0,2017-08-18 17:36:16
中国平安(601318)融资融券信息(08-10),6216,5,542,0.0,2017-08-11 07:48:44
2017年中报点评：价值强劲增长，龙头不负众望,40564,7,1749,0.0,2017-08-18 18:44:34
中国平安发布首份上市险企半年报 险资年化净投,13174,2,1270,0.0,2017-08-18 01:32:16
中国平安：上半年净利润约434亿元  同比增长6.5,34415,19,311,0.0,2017-08-17 17:28:42
业绩超预期，险业龙头当之无愧,41781,7,1383,0.0,2017-08-18 08:32:58
四大险企前7月原保费收入超万亿 中国平安赶超中,23160,4,2553,0.0,2017-08-17 17:42:25
中国平安半年盈利逾400亿出手阔绰派息大增150%,26963,3,1479,0.0,2017-08-18 03:56:49
【预告】8月18日中国平安中期业绩会，东方财富,28355,12,278,2.0,2017-08-17 13:38:47
中国平安委任欧阳辉为薪酬委员会及提名委员会委,6620,9,251,0.0,2017-08-17 19:45:13
中国平安董事会通过本项会计估计变更,17066,9,594,0.0,2017-08-17 19:48:16
601318:中国平安2017年半年度报告摘要,49255,14,939,0.0,2017-08-17 18:42:17
中报速递：中国平安2017年上半年盈利434.27亿元,34352,6,233,0.0,2017-08-17 19:28:07
中国平安上半年净利润增6.5%至434.27亿元中期息,26355,11,1126,0.0,2017-08-17 17:57:16
陆金所的业务量规模终于跨过了盈亏平衡点!,6797,2,241,4.0,2017-08-17 19:29:54
海通证券预计，中国平安净利润增速为-10%,27711,36,143,3.0,2017-08-15 23:03:13
中国平安(601318)融资融券信息(08-16),4652,7,542,0.0,2017-08-17 07:45:34
中国平安(601318)融资融券信息(08-02),6053,6,552,0.0,2017-08-03 07:46:26
汽车之家大涨三日，股价已是平安收购前的3.24倍,18775,4,296,4.0,2017-08-12 13:54:09
2017年中国平安月度保费收入增长明细,12437,18,148,1.5,2017-08-15 18:23:32
601318:中国平安保费收入公告,85931,22,892,0.0,2017-08-14 16:35:07
保险行业的领跑者，价值有望持续高增长,74247,23,1093,0.0,2017-08-09 18:21:18
今天加仓中国平安,30207,42,120,4.0,2017-08-11 16:13:06
中国平安将在未来三个月附近超越历史新高。,30676,45,305,4.0,2017-07-26 10:11:04
保险也是30%投资股市的，股市大跌，保险投资也,13603,44,168,3.5,2017-07-17 16:01:37
天高任鸟飞，海阔凭鱼跃！！,12913,14,178,3.5,2017-08-09 11:24:02
中国平安(601318)融资融券信息(08-11),10218,5,544,0.0,2017-08-12 07:48:18
十年十倍股，中国平安是第二只贵州茅台,42766,44,202,2.0,2017-05-25 15:38:48
公告：MSCI指数标的股601958 金钼股份正创历史,5217,10,291,1.5,2017-06-22 10:14:07
平安银行中期净利润同比增长2.13%至125.54亿元,19653,4,883,0.0,2017-08-11 09:06:15
601318:中国平安:平安银行股份有限公司2017年半,81537,9,1169,0.0,2017-08-10 18:48:27
中国平安第二波攻击70元（三个月内）,66281,60,141,2.0,2017-06-22 14:06:23
百元平安，绝不是玩笑,10740,13,130,1.0,2017-08-10 16:39:33
35块买的到现在赚270万！,11209,10,138,3.0,2017-07-11 10:33:49
平安资源助力汽车之家营收增36.5%净利增42.8%,9722,7,601,4.0,2017-08-09 22:30:40
平安用行动证明价值投资即将时代来临,7997,11,203,0.0,2017-05-10 17:27:38
证监会:严打利用“天价”标杆股影响市场估值，,10240,21,477,4.0,2017-06-02 10:10:52
摩通以60.184元的价格继续增持平安1111万股,15524,10,196,4.0,2017-08-08 20:30:32
普惠金融为陆金所盈利插上腾飞的翅膀,9622,7,624,4.0,2017-07-15 10:55:03
中国平安(601318)大宗交易数据一览(08-07),36333,17,471,0.0,2017-08-07 18:24:43
真想骂那些基金！你们没本事就别张罗买平安啦！,8969,68,217,2.0,2017-07-27 10:33:04
第2阶剃的领涨蓝筹股600688/601985!,7002,28,204,4.0,2017-05-31 14:04:27
603180金牌橱柜邀请兄弟来上车拉涨停,4651,67,132,3.0,2017-07-27 11:00:28
中国平安---近期强势无匹,19426,51,423,0.0,2017-05-09 13:56:00
利率下行会计利润滞后，但寿险公司赚钱笑晕了,15334,13,133,4.0,2017-08-04 10:52:27
瑞银增持中国平安828万股每股57.2302元,61289,15,223,0.0,2017-08-01 22:32:53
中国平安(601318)大宗交易数据一览(08-02),32961,23,479,0.0,2017-08-02 18:27:44
浅谈平安，驻扎平安,71777,98,210,0.0,2017-06-30 08:24:46
庄家出货手法大致有4种：一是拉高后逐波下跌，,7095,12,222,3.5,2017-05-31 10:57:05
今日收盘广发中信惊天逆转牛市有前兆吗？二八转,3049,7,493,4.0,2017-07-27 13:04:22
中国平安,10475,15,116,4.0,2017-08-03 12:34:25
一旦推出注册制，中国平安就是大牛股，散户一般,44852,49,207,3.5,2016-03-04 14:36:38
中国平安(601318)融资融券信息(08-01),6653,5,564,0.0,2017-08-02 07:49:49
跌幅有点大，其实是好事！,26521,22,478,0.0,2017-07-21 15:33:13
从中国平安周K线神奇规律可以断定，下周平安必,28064,36,282,0.0,2017-06-30 15:19:19
寻到15年涨50倍的下一个恒瑞，要复制恒瑞需满足,7764,9,1125,4.0,2017-07-17 23:19:48
2021年中国平安将成为中国500强第一名,10908,7,252,4.0,2017-07-31 23:53:51
永悦科技603879钢铁、保险、酿酒等涨过的全部过,2554,7,103,4.0,2017-07-21 12:08:25
应该向中国平安副董事长孙建一一直增持平安股票,19101,15,526,4.0,2017-07-23 15:12:15
中级行情即将展开！,7133,3,188,4.0,2017-07-31 19:10:28
漂亮50大涨，平安不涨，漂亮50小跌，平安大跌！,11399,22,252,3.5,2017-07-03 13:30:52
601318:中国平安:平安银行股份有限公司关于公开,53320,11,1827,0.0,2017-07-28 18:40:43
"中国平安的""黑天鹅""中期业绩""负增长""",22955,10,1747,4.0,2017-07-29 00:29:30
[微笑]开封碳素 ，来了！！！,5409,16,77,3.5,2017-07-29 12:32:20
中国平安(601318)融资融券信息(07-28),7290,4,556,0.0,2017-07-29 07:46:55
反正我买进中国平安就是长线持股。持股两年不动,9525,10,184,3.5,2016-11-10 14:16:04
从四大行开始拥抱互联网公司看平安,29597,20,755,3.5,2017-06-26 15:24:26
公募二季度大幅加仓金融股 中国平安晋升第一大,113948,33,1912,0.0,2017-07-22 03:08:22
中国平安(601318)融资融券信息(07-26),6862,3,556,0.0,2017-07-27 09:14:00
关于中国平安的反思,21268,22,607,3.0,2017-07-13 21:48:33
50.91买入中国平安,68462,114,190,4.0,2017-07-06 13:50:19
上周三摩根大通扫货价：58.954元。,13688,11,192,0.0,2017-07-26 11:34:30
中国平安晋升基金第一大重仓股,48435,10,293,0.0,2017-07-21 16:04:16
2638点，万点大牛市的母港,10243,7,223,3.0,2017-07-19 21:52:55
登顶的青蛙,17873,40,485,4.0,2017-07-21 16:34:10
西水价值分析,9022,10,2101,3.5,2017-07-25 13:25:19
中国平安(601318)融资融券信息(07-24),8520,19,560,0.0,2017-07-25 07:48:05
即使短期涨了50%，平安仍然比99%以上的公司更低,8729,11,225,2.5,2017-07-25 10:41:46
当国企与民企之界线不再清晰,5630,3,685,3.5,2017-07-24 14:03:21
跑得快的人就赚了,3937,19,190,3.0,2017-07-17 14:35:11
毛估估平安陆金所2017年净利70亿元,28346,59,801,4.0,2017-06-24 09:10:33
果然还是保险最保险啊,6906,28,121,0.0,2017-07-17 10:23:14
超级短线如何玩才能赚到钱？     所谓超级短线,20404,25,1121,4.0,2017-01-29 14:47:00
驻扎平安10年,27392,61,124,3.0,2017-06-27 10:21:26
我恐高，卖了,4384,21,122,3.5,2017-07-17 14:06:14
还是这股好啊，外面小盘股风声鹤唳！,3548,12,144,3.5,2017-07-17 14:14:29
2017下半年。  牛股。  中国平安,47053,118,146,0.0,2017-07-06 11:36:14
小摩增持中国平安3311万股 减持中国财险,59672,22,291,0.0,2017-07-16 09:51:10
公司深度分析：消费金融时代的零售金融王者,83768,23,2191,0.0,2017-07-14 14:54:44
珍惜股价低于36元的机会！,42308,64,420,0.5,2017-04-13 15:26:49
实战炒股口决： 十四工作线，来回做波段；突破,27039,39,753,4.0,2017-03-12 07:44:13
多半是马义斤服造的谣，陆国际赶在它前面出海了,14230,22,181,4.0,2017-07-21 15:19:36
中国平安:下跌就是买入的机会别错过，假如下周,17937,12,222,3.0,2017-07-21 17:53:52
中国平安(601318)融资融券信息(07-21),12449,3,558,0.0,2017-07-22 07:39:17
全日沽空金额约87.13亿元 中国平安沽空率28.11%,35722,16,307,0.0,2017-07-18 19:44:51
中国平安:现在是最佳买入时候！！！别在错过了,8189,7,97,3.0,2017-07-21 11:17:52
坚决买入中国平安！,10753,9,157,3.0,2017-07-21 11:05:47
陆金所被点名风波渐息 个人债转数量迅速下降,14350,12,502,2.5,2017-07-21 15:10:54
踏空一线蓝筹？,5516,24,160,0.5,2017-06-26 10:00:07
大盘今天探底基本算是成功确认，中国平安很可能,8526,6,326,3.0,2017-04-27 20:11:04
不跑来不及了,7408,132,6,2.0,2017-06-13 10:18:44
快救市啊,7177,149,118,2.0,2017-06-12 14:06:23
中国平安(601318)大宗交易数据一览(07-19),43729,8,451,0.0,2017-07-19 18:18:08
科技引领金融变革 中国平安首次全面披露五大创,49794,22,2662,0.0,2017-07-14 17:05:36
中国平安：明天涨停!,10229,12,71,0.0,2017-07-17 20:27:53
最近保险股票非常抗跌！一天下跌很难超出5%连续,10477,22,382,0.5,2017-07-12 16:58:09
买入中国平安绩优股就是放心！安心持有股票过节,3719,5,201,3.0,2017-04-27 13:07:07
拿住平安不动摇，现价53.9还没有任何风险溢价。,16840,9,295,4.0,2017-07-17 15:54:40
下只绩优蓝筹龙头——中国平安,69824,60,154,2.5,2017-03-08 06:12:05
中国最佳蠃利公司排行榜出炉了！中国平安第六名,15368,11,231,3.0,2017-04-29 07:57:26
中国平安中国最绩优！管理最好的公司，嬴利能力,12661,10,171,3.0,2017-04-30 12:03:09
天上掉馅饼，地上无陷阱！,16575,17,235,3.5,2017-05-15 09:57:54
47见顶！看谁站山头！,28743,45,132,0.0,2017-05-31 13:25:22
[复盘]漂亮50中国股市的心脏;沪深300中国股市的,2705,2,382,3.5,2017-07-15 16:50:04
周五美国的银行股集体逆势大跌的启示,16950,42,2159,4.0,2017-07-15 22:44:09
还有几个人能想起李大霄曾经说过的关于“漂亮50,9917,4,288,3.0,2017-07-14 19:42:09
中国平安重拾升势 成交量暂居榜首,23990,5,756,0.0,2017-07-14 16:54:39
南京银行、招行比平安分红高,21287,33,135,3.0,2017-05-21 09:25:12
珍惜手中的中国平安筹码，想做差价很容易失去筹,6216,8,157,0.0,2017-06-07 12:18:47
