标题,阅读,评论,字数,影响力,时间
证据之一 保留,5737,19,428,3.0,2017-06-13 09:22:44
进场收尸:地产称霸南京，医美雄冠亚洲,4097,6,1226,4.0,2017-08-30 15:30:52
民生净资产年报后应该在10.3左右 明年11块多 后,18530,33,206,3.5,2017-08-20 21:34:15
民生银行济南分行违规办理同业业务,17902,10,456,0.0,2017-08-24 11:25:22
证金公司二季度增持3.4亿股民生银行，成民生银,18932,25,29,3.0,2017-08-28 21:30:09
1个月内见到16元,14568,18,128,3.5,2017-08-25 21:30:30
中报速递：民生银行2017年上半年盈利280.88亿元,11752,4,233,0.0,2017-08-29 16:19:36
300102 中报增长 1719%-2017%,6078,11,134,0.0,2017-08-03 14:07:24
民生银行上半年实现净利润280.88亿元,13656,6,1940,0.0,2017-08-29 07:09:42
史玉柱所持民生A股全部质押 证金增持民生银行至,42904,7,568,0.0,2017-08-29 15:08:47
该闭嘴的是冀G64445这个无耻透顶的搞屎棍,10738,38,432,4.0,2017-08-06 21:58:05
好业绩+分配+股价低，明天民行银行可能涨停,13840,18,241,3.0,2017-08-28 22:11:36
一个股吧最让人悲哀的莫过于吵架！你骂我几句，,5934,14,291,3.0,2017-08-27 20:03:12
就是全年0.77元业绩，民生也值这个价,6064,6,149,3.0,2017-08-29 10:27:55
民生银行：上半年净利同比增3.18% 证金公司持股,41256,15,282,0.0,2017-08-28 21:27:27
民生银行上半年净利润280亿 证金持股增至4.99%,21951,11,1044,0.0,2017-08-29 00:26:06
民生银行靠回拨减值准备45亿才实现利润正增长,15515,20,143,0.0,2017-08-28 21:21:41
民生银行未来二年的每股收益,23824,29,1566,4.0,2017-05-18 10:10:39
民生银行中期纯利同比增长3.18%至280.88亿元每,31398,6,718,0.0,2017-08-28 22:45:57
600016:民生银行2017年半年度报告摘要,48603,8,1123,0.0,2017-08-28 20:58:23
中报必将一塌糊涂,14341,15,165,3.5,2017-08-26 22:40:09
专家警示:此时买大盘权重股或将被套30年!,12369,27,407,4.0,2017-08-26 10:51:33
奉劝攻击我的人应该销股票帐户去存银行,31833,101,344,4.0,2017-05-28 13:46:53
[财力满仓]女士们先生们朋友们！战胜内心的恐惧,5437,13,412,3.5,2017-07-23 18:56:47
民生银行(600016)融资融券信息(08-17),6193,4,554,0.0,2017-08-18 07:36:43
民生银行早晚会出问题。民生银行经常向信用卡客,284409,126,199,2.0,2015-11-20 22:29:04
600016:民生银行公告,65723,12,320,0.0,2017-08-22 19:34:11
民生银行，我们分析他的价值，每股净资产9.12，,23236,14,484,1.0,2017-04-20 17:52:08
这让外资抄底的节奏就是这样。金融板块挺不容易,5755,6,222,3.5,2017-08-03 18:18:59
三次抄底民生套三次,11499,11,131,3.5,2017-08-23 16:00:27
银监会纪检组：民生银行首席信息官林晓轩接受组,92859,28,379,0.0,2017-08-22 17:54:31
目前大A股估值最低的股票-民生银行,16104,24,17,0.0,2017-08-16 13:18:01
民生银行成为垃圾银行的原因分析,12266,32,135,0.0,2017-08-17 07:19:24
中国民生银行首席信息官林晓轩接受组织审查,21663,17,240,0.0,2017-08-22 18:41:02
嘎嘎嘎，嘎嘎嘎，民生小散活王八,20687,24,140,3.5,2016-09-21 13:18:54
民生银行要拉了。广东财经台空头李可能全仓民生,7806,22,213,4.0,2017-08-22 10:56:56
忍不住！！,73796,150,124,3.0,2015-10-21 11:21:15
我的好友780人你冀G64445只25人说明群众的眼晴,7738,33,354,4.0,2017-08-07 09:36:09
股海无涯0295 这个最可恶最卑鄙无耻的小人的卑,37821,224,407,4.0,2017-05-31 20:03:47
以你冀G64445的智商和心态抄股亏钱很正常,9064,32,224,4.0,2017-08-05 21:09:38
伪巴们最近有点烦，哈哈，有点烦！,14806,66,215,3.0,2017-08-03 14:26:35
股海无涯0295 这个最卑鄙无耻小人的可恶行径,27294,139,177,4.0,2017-05-31 21:35:15
唱空民生银行的都是搞屎棍，有种去融券做空,10268,41,170,3.0,2017-08-04 14:33:13
7.9元一次性干到位，拿到现在了，还是觉得低廉,10706,23,191,3.5,2017-08-04 11:08:00
其实，股价跌是好事！,12320,11,241,3.0,2017-03-20 15:59:53
今年民生银行股价逆势下跌，希望中报多分点红。,11745,20,154,0.0,2017-08-10 12:55:35
民生银行根本没资金愿意做，跟风小涨一点而已,7632,21,154,3.0,2017-07-25 13:58:12
除民生银行外的银行股今年牛气冲天，涨势如虹！,8230,23,154,0.0,2017-07-28 10:19:00
王大娘废话少说拿点真本领给大家看看,3373,15,176,0.0,2017-07-27 21:32:06
特别告示：立即抢购7.25元历史最低位附近的金钼,6425,24,228,2.5,2017-04-27 16:54:22
8月4日融资净卖2.3亿元，收盘才跌2分钱,9191,27,196,3.0,2017-08-05 08:03:19
估计还会要跌，3元也还不是底,3830,5,139,3.0,2017-03-21 18:07:18
建议民营老板们买点年收益17.37%的银行股,2971,6,664,4.0,2017-05-02 09:58:22
民生银行(600016)融资融券信息(07-28),1578,6,548,0.0,2017-07-29 07:36:50
今天买的全部是带血筹码、肥肉 主力开始回补了,5968,10,177,0.0,2017-03-15 11:54:23
明天大跌,14142,32,127,3.0,2016-11-30 21:58:24
进场: “双重改革”受益股，社保养老金标的股,2589,5,1257,4.0,2017-07-31 07:58:19
改变弊屈规范成长错杀低沽整理2年券商蓄势待发,5082,17,294,4.0,2017-04-11 09:21:57
平安银行今天收盘价创新高，很多股友被赶来民生,9503,24,190,3.0,2017-08-04 20:11:36
民生银行上海分行员工私售内控严重违规,21024,17,562,0.0,2017-03-20 11:32:45
沃伦巴菲特这马甲人品有问题，只顶吹牛皮最低价,18634,69,254,3.0,2017-05-30 08:28:28
明天开始爆拉,7947,12,122,3.0,2017-03-14 17:29:16
高位唱要向上突破，低位唱空的人有什么资谈人品,20033,111,166,4.0,2017-06-01 07:30:37
[大笑][大笑][大笑]找机会上车,2969,17,73,2.0,2017-06-19 21:48:10
实战炒股口决： 十四工作线，不破不走人。短线,37497,27,672,4.0,2017-01-29 18:13:35
民生银行值10元以上！,4586,7,73,3.0,2017-08-02 13:28:14
融券昨天归还177万股，还不快点归还小心爆仓,7016,12,205,3.0,2017-03-16 08:06:23
民生银行(600016)融资融券信息(03-15),6784,5,548,0.0,2017-03-16 07:46:19
我只相信股息率，民生银行5%股息率的价位在这里,12948,27,234,3.5,2017-04-20 11:47:33
银行股里也只有民生银行才会对股东这么不负责任,8099,15,154,3.0,2017-03-15 09:43:30
傻伪巴们吹一个破一个，太没面子了！！,4246,39,146,3.0,2017-07-27 18:58:00
基金抱团炒个股是中国式庞氏骗局，隐患危害大01,45386,54,333,4.0,2016-07-22 11:37:45
平心而论，工行小股东是伪巴中间水平最差的一个,12195,101,167,3.0,2017-07-16 23:39:42
王大娘的裹脚又臭又长,8079,27,140,3.0,2017-07-06 13:32:09
股海无涯0295是我上网15年见到的最可恶之人也是,9153,63,258,4.0,2017-05-30 11:42:17
长线是钻石之王对价值投资恨之入骨的原因,11733,52,637,0.0,2017-07-16 17:36:50
证监会通报操纵股价四种方式：关联账户，自买自,42861,36,900,4.5,2016-09-27 11:46:17
民生银行(600016)大宗交易数据一览(07-28),3258,18,479,0.0,2017-07-28 18:46:48
这几天有几个以往一直靠谱的马甲看多民生银行,3431,13,163,3.0,2017-03-15 08:24:33
没戏了不如下全转买*一路一带龙头600307酒钢宏,35090,120,324,0.0,2017-05-01 22:14:45
如果真有人做空民生，那么将会被多头打爆，价值,8323,17,204,3.0,2017-07-13 16:16:34
不看好就爬出本吧,3345,7,171,3.0,2017-07-07 13:39:03
做股就像做人，不可走极端。,17253,74,261,3.0,2017-07-07 21:28:56
鼓吹价值投资是忽悠人的人就是一种忽悠,16293,38,934,4.0,2017-07-02 17:04:15
照钻石之王的说法，炒垃圾股才是正道,4897,10,143,3.0,2017-07-06 13:53:28
民生10元指日可待,8400,17,128,3.0,2017-03-15 14:22:15
与许多银行股比，民生银行大大低估,30900,19,447,3.0,2017-07-13 17:19:05
大股东都失联了谁签字分红？,7969,13,127,3.5,2017-06-23 15:53:12
最后怒涨两分，感觉跟涨停一样高兴,6446,15,142,2.0,2017-03-15 15:04:58
8.38元坚决买入民生银行,85210,145,191,4.0,2017-03-30 11:02:22
本周的周线收盘价格 应该是近半年最重要的,9985,56,144,3.0,2017-05-08 13:58:40
哈哈,3684,14,77,3.0,2017-07-11 15:05:18
大胆预言，下半年就是银行股的天下，特别是民生,15560,10,302,3.0,2017-07-12 11:38:00
抓紧时间割肉，大家快跑[为什么][亏大了][为什,3595,17,150,0.0,2017-07-05 08:43:35
最能套住人的几句话: 1、目前价位接近主力成本,38119,30,778,4.0,2017-02-02 16:59:17
顶尖高手投资的六大不败法则：      法则一：买,15311,11,1214,4.0,2017-01-21 13:01:28
民行是金融股中估值最低的股票，目前买入最安全,8787,9,190,3.0,2017-07-04 11:26:21
规律,11231,31,189,3.0,2017-06-13 12:08:47
高盛减持民生银行658万股 每股7.78元,44065,30,208,0.0,2017-06-22 20:07:46
民生的空头就在董事会，大家把它挖出来,6011,19,146,3.0,2017-06-23 10:53:22
2018年人民币应该会开始加息！,13919,80,135,0.0,2017-07-09 17:41:50
众机构紧急群发通知出光抛尽茅台平安万科银行!,6600,11,180,4.0,2017-06-28 10:58:13
证券时报网  AH股比价 2017年6月23日 18:24,4850,15,4163,3.5,2017-06-23 20:31:58
石油银行保险证券 同比港股有些已经是明显贵了，,6265,19,277,3.5,2017-06-23 10:02:09
投资民生银行的三点理由：第一，市盈率低。第二,7823,19,188,3.0,2017-06-23 07:56:30
明显有人抛民生银行A股去买便宜10%以上的民生银,15212,44,168,3.0,2017-06-04 20:17:27
被洗出去了[哭][哭][哭],12129,28,129,3.0,2017-06-22 11:09:15
明天跌停板～～,4143,17,124,4.0,2017-06-22 14:31:33
注意研判,6374,19,199,3.0,2017-06-22 14:37:21
全国股份制银行还有哪个没涨得？,11361,17,154,2.5,2017-07-12 20:40:37
这支股散户太多了,3090,14,141,0.0,2017-07-05 02:46:52
[财力]漂亮50中国股市的心脏;沪深300中国股市的,6424,2,384,3.5,2017-07-15 17:22:25
基金抱团炒个股是中国式庞氏骗局，隐患危害大01,28715,30,304,4.0,2016-07-21 14:31:09
严重低估正宗机器人概念盛通股份（002599），90,6101,48,738,2.5,2017-07-07 17:57:28
看多看空多很正常，但不要搞人身攻击，要文明交流,11874,42,172,0.0,2017-05-21 14:03:22
民生涨到10倍的ＰＥ，就可挣一倍，净值差不多到,16664,50,178,3.0,2017-05-19 10:08:28
民生怎么不跌了？,1097,34,156,3.5,2017-05-10 07:14:35
兴业银行曾经是所有银行走得最弱的，现在强了,9505,11,175,3.0,2017-07-06 17:28:01
实属无聊，就来张图，纯属YY,4866,7,133,3.0,2015-10-25 12:50:37
民生银行(600016)融资融券信息(06-22),6242,19,552,0.0,2017-06-23 07:35:26
民生银行沈阳分行承兑汇票转贴现业务严重违规,26962,10,260,0.0,2017-06-22 11:31:02
民生银行，持股从此开始了。相信自己的判断，主,25352,31,145,3.0,2017-06-10 09:36:54
只要不追高，不会吃亏，不折腾，不割肉，坐等5,16513,23,156,0.0,2017-06-01 18:36:41
民生银行的春天何时到来？？？散户的期盼,52311,59,452,2.0,2017-03-25 20:48:58
现在看好民生银行是对的，不服去看看招行和兴业,11336,26,206,3.0,2017-07-07 05:40:09
这股没希望了，天天资金流出，被蛀空了，随时会,2513,11,158,2.0,2017-06-21 09:55:02
太苍白无力了，股指期货在玩玩股市,3918,14,142,0.0,2017-06-21 09:20:37
明天可能跌停板,5228,13,124,4.0,2017-06-22 14:24:59
某些银行的高管，就是一帮人渣， 承诺的分红，,6213,14,350,2.5,2017-07-02 14:06:02
民生银行的三大投资价值,16728,7,248,3.0,2017-06-15 08:37:39
已满仓生行，持股待涨，现在是底部坚定不卖。,6199,18,152,0.0,2017-05-02 11:23:56
600016:民生银行2016年下半年A股利润分配实施公,84186,4,1973,0.0,2017-06-29 18:27:28
2017年5月25日大股东开始增持民生银行！,16228,20,98,3.5,2017-05-24 15:18:32
"粤港澳大湾区正式上升为国家战略""一带一路""____",19770,45,668,4.5,2017-05-13 16:05:25
民生银行上半年接29张罚单 3000亿市值公司风险,46164,19,7817,0.0,2017-07-03 07:54:34
两天白玩了，股价没动！太巧了吧，持有的另外一,4940,9,176,0.5,2017-06-21 22:04:46
2016年5月25日，正式成为民生银行的一个小股东,39132,39,357,2.0,2017-06-01 08:14:21
敬请关注，新能源，国企小盘股，资产重组500086,3478,27,164,3.5,2016-03-20 14:47:30
买银行股的都是猪,8464,28,246,1.5,2016-03-20 11:37:56
中国股市，晚分红，少分红，不分红.是否合法?,3831,21,300,2.5,2016-03-20 17:05:33
民生银行(600016)融资融券信息(03-17),6154,25,548,0.0,2016-03-18 07:35:03
银行股在掩护券商撤退,3006,18,130,3.0,2016-03-22 09:39:58
9:30 ！,3249,24,160,4.5,2016-03-22 09:29:13
民生银行(600016)融资融券信息(03-18),6035,22,546,0.0,2016-03-19 07:34:34
主力只能用画图来引诱小散,5562,22,406,3.5,2016-03-19 10:20:01
有魄力就买弘讯科技,3789,27,161,2.5,2016-03-18 19:37:04
9.50出了 周一银行股暴跌到时再捡回!,5025,24,150,2.5,2016-03-18 17:32:39
浴火凤凰，静待改革焕新生,54985,30,2001,0.0,2016-03-18 16:55:37
民生银行今日超大单流入排名第12名(03-15),6830,48,344,0.0,2016-03-15 16:19:00
好样的，点个赞,5467,24,142,1.0,2016-01-28 15:02:07
今天有谁买了？价位多少？[围观],3696,44,138,3.0,2016-03-22 10:13:29
民生银行(600016)融资融券信息(03-21),4256,39,544,0.0,2016-03-22 07:37:15
巨阴大跌补两个缺口，银行最后一撑,3333,46,142,3.5,2016-03-22 00:04:05
激动盼望大涨的人少了 才会好,3520,41,127,3.0,2016-03-21 15:16:39
民生银行今天H股还涨了8分而在大盘A股还没有涨,3221,44,135,2.5,2016-03-21 13:59:10
对于近期拉升过快的个股要保持谨慎的态度。,3787,42,360,0.0,2016-03-21 18:54:36
这就不是卷商牌照了，耽误大行情了，买这股票的,3299,44,170,3.0,2016-03-21 10:44:08
已过会的银行怎么发行新股？,4657,42,182,3.0,2016-03-20 18:49:34
A H股联动或刺激港股上涨,4996,39,2692,0.0,2016-03-21 08:27:47
银行股暴涨逻辑就是国家队解套。银行股这两天调,8642,41,315,4.0,2016-03-20 12:36:45
建议银行股的持有者再去买点银行的分级基金，15,4027,38,194,3.0,2016-03-18 20:03:56
要开始了,3757,41,117,0.0,2016-03-18 14:44:08
民生银行今日超大单流出排名第4名(03-18),7804,45,341,0.0,2016-03-18 16:10:21
国家队的地盘，旁人远离。,7913,45,241,3.0,2016-03-18 12:06:37
此股的股东数一次性少了21万，看来小散的失望都,4494,40,161,2.5,2016-03-18 14:44:40
仅供模拟买卖。盈亏自负，图,7016,46,298,3.5,2016-03-17 15:13:51
银行，仅供模拟交流，盈亏自负！,13866,54,191,3.5,2016-03-05 21:59:37
【股透社】民生银行最后一分钟“护盘神功”背后,20368,46,4622,4.0,2015-10-21 19:30:44
银行还没张[哭][哭][哭],3253,46,129,3.0,2016-03-21 13:31:21
港股月涨幅已近10% 小摩何以狂买民生银行？,19966,24,1658,0.0,2016-03-18 16:28:36
重大利好！,6935,26,344,3.5,2016-03-18 12:53:17
此股前几天涨的在这两天都全部跌没有了，垃圾的,6109,26,137,2.5,2016-03-18 14:40:10
600016:民生银行关于第六届监事会增补职工监事,29055,24,614,0.0,2016-03-21 18:34:44
5家上市银行“减配”柜员 国有大行态度两极分化,9216,23,2170,0.0,2016-03-22 04:30:46
三大概念股被主力资金抛弃,15378,18,834,0.0,2016-03-21 16:29:25
600016:民生银行关于华夏人寿增持计划实施结果,66970,7,831,0.0,2017-06-30 19:28:54
中国股市，晚分红，少分红，不分红.是否合法?,4191,40,278,2.5,2016-03-18 16:51:57
巜纳入MSCI将崔生银行股戴维斯双击行情》漂亮50,12998,6,1865,3.0,2017-06-20 08:43:44
民生银行宁波分行未经同意查询个人信息 被罚款5,22614,9,378,0.0,2017-06-26 11:33:26
歌尔股份大单买进再创新高，清源股份六跌停后踏,2003,90,107,3.5,2017-06-07 13:20:56
央行辟谣实属堕落。,3230,18,306,4.0,2016-03-22 08:52:03
