富得 占 比降 加点 仓,0.142847829926 0.857152170074
老谷 浦发 招行 股价 相差 一倍,0.428918963338 0.571081036662
浦发银行 年 半年度 报告 摘要,0.424186907037 0.575813092963
中 报 速递 浦发银行 年 上半年 盈利 亿元,0.0127405008886 0.987259499111
逾期,0.500354733537 0.499645266463
浦发银行 年 半年度 报告,0.424186907037 0.575813092963
浦发银行 上半年 净利 同比 增证金 公司 小幅,0.889073156371 0.110926843629
坐等 浦发 兴业 中 报,0.065587922414 0.934412077586
午饭 吃 神马,0.250097901527 0.749902098473
今晚 增发 下周 出中报,0.500354733537 0.499645266463
高价 抢 筹码,0.24664453316 0.75335546684
猜 浦发 半年报 业绩 元,0.135073760481 0.864926239519
今晚 会出 公告 增发,0.667015089021 0.332984910979
前辈 请 进 有劳 指点 现价 元 买入 浦,0.0511999594044 0.948800040596
爱心 满仓 女士们 朋友 战胜 内心 恐惧,0.800274688319 0.199725311681
黑 银行业 天快 亮,0.966837374631 0.0331626253692
小秘书 闭嘴 不许,0.500354733537 0.499645266463
股友们 讨论 一只 股票 持有,0.200179289301 0.799820710699
怀疑 唯一 年 月 上证指数 途,0.180890009833 0.819109990167
定增 价格 原则 理解,0.375262553154 0.624737446846
浦发 利空 打击 崛起 例外,0.750321932189 0.249678067811
三个 月 时间 浦发 不升 跌,0.130375276743 0.869624723257
请问 持有 股 浦发 浦发 里 算是 中等 位,0.0157482216859 0.984251778314
牛市 熊市 看不懂,0.667015089021 0.332984910979
浦发银行 长期 净资产 运行 奇葩,0.500354733537 0.499645266463
,0.500354733537 0.499645266463
小秘书,0.500354733537 0.499645266463
溅 小秘书 煽情,0.500354733537 0.499645266463
奇葩 招行 换 余,0.818459404808 0.181540595192
黑色 星期五,0.500354733537 0.499645266463
中国 人寿 年 半年报 令人 大跌眼镜,0.00406747206879 0.995932527931
不发 连续 天净 流出 亿 抛会,0.156318852157 0.843681147843
满仓 满融 浦发 现已 动弹不得 主力 掌握主动,0.800274688319 0.199725311681
招商银行 股行情,0.500354733537 0.499645266463
收费 请,0.250210088691 0.749789911309
浦发银行 总 市值 招商银行 之半,0.250210088691 0.749789911309
浦发 终于 妥协 不出意外 中 报 公布 可完,0.065587922414 0.934412077586
银行 券商 统统 红盘,0.500354733537 0.499645266463
浦发 对小散 说 留 机会,0.0444192998614 0.955580700139
浦发 银行 股中 极品 割肉 出局,0.142976055464 0.857023944536
揭穿 价值 投资 鬼话 真 价值 投资 招商 银,0.0184035847917 0.981596415208
浦发 相比 兴业 民生 华夏 中信 光大 低估,0.889073156371 0.110926843629
当心 十点 效应,0.500354733537 0.499645266463
浦发 考验 股友们 能耐,0.142976055464 0.857023944536
苗子,0.500354733537 0.499645266463
素描,0.500354733537 0.499645266463
轻松 做道题,0.500354733537 0.499645266463
浦发银行 元 见底 勿 追傲 傲傲,0.049473218816 0.950526781184
有人 问田 行长 招行 值 田说 说,0.0533853620644 0.946614637936
截止 数据,0.667015089021 0.332984910979
联通 混改 亮点,0.667015089021 0.332984910979
浦发 总有 万手 大单 砸 盘 兴业 招行,0.200083534076 0.799916465924
骂 秘兽 死,0.0453863511443 0.954613648856
希望 低于 定向 增发 价元 买 回 浦发银行,0.0685460946719 0.931453905328
感觉 明天 浦发 跌,0.200011734818 0.799988265182
静待 收盘价 今日 露出 狐狸尾巴 买且 珍惜,0.500354733537 0.499645266463
井底之蛙 懂 中国 平安 价值,0.155201689116 0.844798310884
买 只能 改变 人生 股票,0.259416950753 0.740583049247
我本 心向 明月 奈何 明月照 沟渠,0.166780766653 0.833219233347
下班 喽来,0.500354733537 0.499645266463
不想 细看 招商 行 半年报,0.384311290586 0.615688709414
深度 解折 太湖流域 水质 告急 月 日 染料,0.090816178546 0.909183821454
二点 清仓 浦发银行,0.500354733537 0.499645266463
取代,0.500354733537 0.499645266463
银行 股 我会 久,0.402491848195 0.597508151805
浦发 逻辑思维,0.500354733537 0.499645266463
真心 说 一句 喜欢 做差 牛市,0.203801650057 0.796198349943
小秘书 可怜 可恨 老头 奇葩,0.0909646366454 0.909035363355
浦发银行 非 公开 发行 普通股 股票 申请,0.124893386138 0.875106613862
醉美 花城,0.667015089021 0.332984910979
坑爹 定向 增发 终于 落地 增发 价元,0.500354733537 0.499645266463
做股票 网上 朋友 缘分 所致,0.667015089021 0.332984910979
浦发 股友 自信心,0.600376340834 0.399623659166
老谷 珍惜 明天 星期五 机会,0.250210088691 0.749789911309
发个 新帖 开个 茶馆 分 号,0.0915246261327 0.908475373867
浦发银行 调整 非 公开 发行 普通股 股票,0.124893386138 0.875106613862
希望 浦发 下跌 好价 机会 增,0.0425196418958 0.957480358104
买 低价 浦发 幸运,0.778048667863 0.221951332137
鬼斧神工,0.500354733537 0.499645266463
老谷 请 把握 明天 买入 浦发 机会,0.307962816853 0.692037183147
告诉 江铃 低估 翻番 原,0.800274688319 0.199725311681
建议 国家 空置 税 每套 总 房款 市值 年 征收 百分,0.424186907037 0.575813092963
被套 补偿 找钱 入 账户,0.94750606529 0.05249393471
涨 创业板 骨气 傻 逼别,0.449906532895 0.550093467105
钝刀 胡萝卜,0.667015089021 0.332984910979
股东 牛,0.100020098643 0.899979901357
预测 中国 平安 系 举牌 浦发银行,0.600340485171 0.399659514829
换 老谷 明天 适时 增 持股,0.230729080412 0.769270919588
唱 看好 浦发,0.444757921094 0.555242078906
炒股 赚钱 融资 炒股 好自为之,0.100073948882 0.899926051118
打击 畸形 房地产 价值体系 刻,0.0400085884047 0.959991411595
老留 神速,0.500354733537 0.499645266463
老谷 平安 银行 半年报 期待 分析 评,0.272949505221 0.727050494779
看帖 一帮 高手 看盘 说 大跌 不知,0.0188222255368 0.981177774463
中央 财办 主任 刘鹤 金融危机 概率 事件,0.500354733537 0.499645266463
央行 重磅 炸弹 银行 下跌 原因,0.500354733537 0.499645266463
谨给 老谷 一点 建议 共建 学习 分享,0.500354733537 0.499645266463
天弘 余额 宝 相当于 华夏银行,0.800298573535 0.199701426465
老闲 说 余额 宝 万元,0.434468976185 0.565531023815
浦发 机会 可不,0.571776024826 0.428223975174
再谈 浦发 增发 定价,0.500354733537 0.499645266463
此轮 靓女 出山 虐 底朝天 失败 浦 说,0.120558242705 0.879441757295
长 下影线 预示 明天 大跌 观点,0.214247384186 0.785752615814
银行 会象 邮局 越来越 远去,0.200155363372 0.799844636628
看好 大盘 看好 银行 浦发 我来,0.333615517011 0.666384482989
深交所 浦发银行 战略 合作 推动 金融 科技,0.914443608863 0.0855563911372
奉劝 超级 主力 尼玛 懂 乱来 涨些 破铜烂铁,0.00426393236749 0.995736067633
一年 回顾,0.500354733537 0.499645266463
总让 蒙 明天 大跌,0.333615517011 0.666384482989
明天 浦发银行 大阳线,0.667015089021 0.332984910979
公示 账户 情况,0.667015089021 0.332984910979
请 告知 小散 上证 浦发 低开,0.0769814219285 0.923018578071
门铃 响,0.889087893924 0.110912106076
债转股 实质 银行 企业 剥离 不良 借款,0.307930968152 0.692069031848
预测 明天 走势 五倍 跌幅,0.500354733537 0.499645266463
滿足 一级 核心 资本 不用 股东 配股,0.200179289301 0.799820710699
浦发 股价 净资产,0.500354733537 0.499645266463
元 买入 浦发银行 留 半年 分红,0.0364411204752 0.963558879525
雪球 浦发 成都 骗 亿 贷款 事情,0.0581517686468 0.941848231353
房子 大局 二手房 价值 归零 剩下,0.363860980512 0.636139019488
浦发 股东 新 形像,0.245129106603 0.754870893397
里 聊着 忘记 申购,0.363826390146 0.636173609854
谈输记 日子 没来,0.500354733537 0.499645266463
越想 越 分红 股票,0.200059573793 0.799940426207
原因 抛压盘 太重 拉 一点,0.363860980512 0.636139019488
月 日 北京 天空,0.230622639356 0.769377360644
东华 二货股 神于 长城汽车 涨停 时 清仓 获利,0.729773264478 0.270226735522
补点 市值,0.667015089021 0.332984910979
偶 神 消极怠工,0.139761884061 0.860238115939
发现 集 巨量 资金 炒 次新股 次新股 麻烦,0.0163922303105 0.98360776969
黑色星期 机率,0.500354733537 0.499645266463
鉴别,0.500354733537 0.499645266463
骂 浦大 股东 富德 减持,0.200179289301 0.799820710699
浦发 增发 前夕 疑似 承销 机构 规律性 打压 保护,0.800274688319 0.199725311681
银行 涨跌幅 排名,0.500354733537 0.499645266463
天在 贵阳 贵阳 繁华 生活 水平 极高物,0.857371327475 0.142628672525
竹石,0.500354733537 0.499645266463
除次 新 银行 浦发 唯一 涨停,0.393776524439 0.606223475561
这大 股东 不想 掏 一分钱,0.667015089021 0.332984910979
元 万股 大单 砸 盘,0.135021344211 0.864978655789
异动 大跌,0.333615517011 0.666384482989
浦发 涨幅 等于 工行 涨幅 四分之一,0.500354733537 0.499645266463
股票 出逃,0.333615517011 0.666384482989
雪球 银粉 浦兴 卖 招行 换 股浦,0.667015089021 0.332984910979
损失 挺 不知 来个 黑色 星期五,0.0425440268279 0.957455973172
银行 配股 挫 信心 煤飞色 舞,0.0454642466334 0.954535753367
回 小秘书 帖子 屎 全家,0.136284099541 0.863715900459
股票市场 涨涨跌跌 现象 碰,0.500354733537 0.499645266463
浦发 股价 招行 狂涨 视而不见,0.600376340834 0.399623659166
续,0.500354733537 0.499645266463
小秘书 发 帖子 妈 减寿 天,0.0521324885933 0.947867511407
浦发 加速 下跌,0.333615517011 0.666384482989
买 大盘股 国股央 股爷 股 投资 这是 价值 投资,0.118618576827 0.881381423173
元 浦发 慢慢 底部 价,0.0722677096397 0.92773229036
中级 行情 展开,0.800274688319 0.199725311681
情况 乐观,0.333615517011 0.666384482989
早评,0.500354733537 0.499645266463
珍惜 一生 唯一 解套 机会 解套 走 逃离 赌,0.0769389434421 0.923061056558
浦发 里 无耻 小秘书 老子 说,0.0135111611823 0.986488838818
郭氏 投行 法则 大国 杀器 航母 投行券,0.500354733537 0.499645266463
上午 大盘 闪崩 牛市 信号,0.500354733537 0.499645266463
浦发银行 年度 全球 系统 重要性 银行 评,0.857371327475 0.142628672525
浦发银行 送个 外号 百分之零点 五,0.315869866463 0.684130133537
由证金 公司 一季度 调仓 想到 证金 该不该 退出 市,0.444425471666 0.555574528334
银行 拉高 增发 平行 南行 招,0.667015089021 0.332984910979
证监会 通报 操纵 股价 四种 方式 关联 账户 自买,0.500354733537 0.499645266463
浦发银行 急 吸筹 连涨 即将来临 后市,0.400232962294 0.599767037706
军队 能力 打败 来犯之敌 祖国,0.667015089021 0.332984910979
中国 人寿 股中 一块 价值 洼地,0.222364183665 0.777635816335
浦发银行 融资 融券 信息,0.142976055464 0.857023944536
想到 浦发,0.667015089021 0.332984910979
陆金 宝 年华 收益 逼近,0.923230574321 0.0767694256792
贪婪 时刻 贪婪 关键 懂,0.176568232574 0.823431767426
浦招 兴中 兴业 招行 低元,0.333615517011 0.666384482989
浦发银行 第六届 监事会 第二十次 会议 决议,0.667015089021 0.332984910979
浦发银行 第六届 董事会 第二十一次 会议 决,0.277822434006 0.722177565994
抛 经济 恶化,0.200155363372 0.799844636628
小招 出招,0.500354733537 0.499645266463
几年 赶不上 招行,0.142976055464 0.857023944536
緾 江 恩 妖,0.973045556834 0.0269544431661
浦发银行 半年 迎来 百分 百分,0.142976055464 0.857023944536
有人 买 浦发 被套,0.411999755529 0.588000244471
业内人士 指出 入选 全球 系统 重要性 银行 名单,0.800274688319 0.199725311681
增发 价 靠拢,0.19979603411 0.80020396589
找 不到 一只 买 股票,0.0283421184679 0.971657881532
小秘书 共进退 下周 喊 跌 群里 数,0.0136814592338 0.986318540766
听 用心 不正 糊弄 追高,0.588542716376 0.411457283624
蠢货 拉 四大行 指数,0.363860980512 0.636139019488
平安 大将军 快快 救驾,0.428882357963 0.571117642037
祝贺,0.833613224782 0.166386775218
夜 观星 象 下周 下跌,0.0136875176834 0.986312482317
摩通 增持 中国 平安 亿股 每股 元,0.189815612362 0.810184387638
几千只 公墓 基金 抢银行 行列,0.857371327475 0.142628672525
现价 不宜 买入 浦发,0.250210088691 0.749789911309
银行 股中 垫底 倒数 第一 为啥,0.272949505221 0.727050494779
招商银行 中期 业绩 远超 预期 同比 增长,0.500354733537 0.499645266463
浦发 没落,0.500354733537 0.499645266463
浦发 利好,0.500354733537 0.499645266463
空仓要 加大力度 上涨,0.500354733537 0.499645266463
老谷 证金,0.111192259201 0.888807740799
对标 全球股市 股 估值 差异 表现,0.251921640938 0.748078359062
不学无术 菜鸟,0.0384698106061 0.961530189394
财年 浦民兴 净利润 总额 将领 跑,0.500354733537 0.499645266463
正道,0.500354733537 0.499645266463
基金 抱团 炒 个股 中国式 庞氏 骗局 隐患 范 危害,0.0400200721651 0.959979927835
优秀 股票 大盘 震荡 走势 浦发 跌个 块 八,0.00395109717715 0.996048902823
抛 机构 连拉 股价 制造 概念 人性 贪婪 忽悠,0.111192259201 0.888807740799
数据 说话,0.285912423115 0.714087576885
二十 均线 误差,0.0769708038631 0.923029196137
转战 券商 板块,0.667015089021 0.332984910979
招商银行 龙头,0.500354733537 0.499645266463
美 图,0.198522746884 0.801477253116
今日 关注 石墨 烯 江海 股份 中超 控股,0.842353362752 0.157646637248
鹰击长空 顺风 飞扬,0.500354733537 0.499645266463
老婆 老婆 老婆 年,0.269156668137 0.730843331863
股 荣耀 京东方,0.402491848195 0.597508151805
看上 银月 线图,0.667015089021 0.332984910979
证监会 通报 操纵 股价 四种 方式 关联 账户 自买,0.500354733537 0.499645266463
纠结 错过 平安 行,0.483550050587 0.516449949413
卖 高位 请 指教,0.100073948882 0.899926051118
友情 提示 月 日 浦发 股权 登记日 分红 送,0.090816178546 0.909183821454
短期 浦发 涨 机会 优质 股涨 不动,0.766023678898 0.233976321102
千堆 雪 长街 归位,0.900181337272 0.0998186627278
只拉 中国 棺材 垃圾,0.500354733537 0.499645266463
玩 银行 股玩 搬 砖 看好 企业,0.500279995161 0.499720004839
目瞪口呆,0.500354733537 0.499645266463
明后天 增持 一点 浦发,0.500354733537 0.499645266463
杭州 豪宅 纵火案 反思,0.500354733537 0.499645266463
渣 渣 美图,0.200155363372 0.799844636628
上半年 座 大城市 卖地 超 万亿 平均 地价 涨超,0.553530418575 0.446469581425
中国 平安 蜕变 成 金融 健康 科技 网络 技术 公司,0.160220888061 0.839779111939
卖 一档 元 挂单 手,0.0666093616946 0.933390638305
我来 浦发 做个 比喻,0.500354733537 0.499645266463
想 告诫 年青 朋友 股市 风险 入市,0.0677161247461 0.932283875254
聪明人 走 留下来 傻瓜 赚钱,0.333482590864 0.666517409136
拜神 漂亮 中国 股市 心脏 沪 深 中国 股市,0.37008600564 0.62991399436
推卸责任 赔钱 上仿,0.500354733537 0.499645266463
没涨 好票 越来越少,0.500354733537 0.499645266463
真的 想信 确实 发生 奇迹,0.800274688319 0.199725311681
优质 龙头 白马 创 历史 新高 行情,0.72737589421 0.27262410579
,0.500354733537 0.499645266463
元多 卖出 浦发 相当于 元 卖出 招行,0.135091220722 0.864908779278
水调歌头 自勉,0.500354733537 0.499645266463
浦发银行 交易日 走势 预测 戏说 不许,0.500354733537 0.499645266463
持有 高速成长 南京 银行 等于 中签 新股 银行 股,0.57400328241 0.42599671759
南京 银行 企业形象,0.500354733537 0.499645266463
浦发银行 我来 做 波段,0.375262553154 0.624737446846
我刚 地被 洗 走,0.0769389434421 0.923061056558
浦招兴 中元 浦发 性价比 排前,0.500354733537 0.499645266463
投资 稳赚 利润,0.667048280442 0.332951719558
四大 除权,0.500354733537 0.499645266463
浦发银行 新世界 求下联,0.500354733537 0.499645266463
浦发 老中医 点赞,0.500354733537 0.499645266463
能力 高端 领域 施展,0.333615517011 0.666384482989
轧空 小散 进场 短期 头部 例子,0.333615517011 0.666384482989
机构 喜欢 银行 股,0.251921640938 0.748078359062
央视 财经 乐 视网 推 概念 套现 创业 失败,0.0104663421626 0.989533657837
浦发银行,0.500354733537 0.499645266463
中个 嘉泽新能 元 每股,0.3845971501 0.6154028499
说 超过 元,0.0565094038775 0.943490596122
韩志国 教授 再度 发文 发表 观点 言论,0.923219981725 0.0767800182754
次 全国 金融 工作 会议 月 中旬 会议,0.10102152975 0.89897847025
招行 加油 赞 献花,0.166468556382 0.833531443618
肯定 崩盘 肯定,0.400304727217 0.599695272783
错过 茅台 错过 千年 一回,0.667015089021 0.332984910979
要涨 想 想 老谷 洗 走,0.0293583705126 0.970641629487
久盘 必跌 空间 跌,0.200011734818 0.799988265182
浦发银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
浦发 涨停 感受,0.500354733537 0.499645266463
赌输 去年 浦发 分红 完,0.106276117358 0.893723882642
腾讯 公司 推出 王者 荣耀 成千上万 青年学,0.941288008132 0.0587119918684
希望 做 老师,0.166780766653 0.833219233347
股东 高效 赚钱 银行 股,0.0531210866212 0.946878913379
浦发 写照,0.333615517011 0.666384482989
梦想 成功,0.600376340834 0.399623659166
里 叽叽 几种,0.222338343246 0.777661656754
依然 浦发 跌下来,0.500354733537 0.499645266463
忽悠,0.500354733537 0.499645266463
千年 一会 中国 平安 十年 股价 超过 元,0.189815612362 0.810184387638
生命 延续,0.500354733537 0.499645266463
浦发 规律 运行,0.333615517011 0.666384482989
赚 赚钱,0.500354733537 0.499645266463
浦发银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
分配 差 玩转 股 游戏 垃圾 上海 耻辱,0.010387941395 0.989612058605
无耻 红,0.833613224782 0.166386775218
大盘 反弹 日子 反弹 反,0.12505714228 0.87494285772
美呆,0.667015089021 0.332984910979
住房 公积金 打通 异地 壁垒 万亿 缴存 结余 盘活,0.923219981725 0.0767800182754
三十年 破门而入 券商 崛起,0.857371327475 0.142628672525
事与愿违 外储 逐月 减少,0.500354733537 0.499645266463
仙人指路 微笑,0.667015089021 0.332984910979
银行 股外 白马股,0.667015089021 0.332984910979
中国 平 安陆 金所 毛估估 年 净利 亿元,0.269156668137 0.730843331863
乐视 庞氏 骗局 放飞 理想,0.200155363372 0.799844636628
卖 买 回来,0.189292225927 0.810707774073
一带 一路 超低 估值 白菜价,0.500354733537 0.499645266463
飞科 电器 优秀 企业 企业,0.250210088691 0.749789911309
拉高 跑 怎办,0.333615517011 0.666384482989
跑 输 恒指 近点 如何是好,0.166780766653 0.833219233347
行情 总在 绝望 中 猜疑 中 成长 欢乐 中 死亡,0.938254136795 0.0617458632048
做个 数学模型 浦发 増 荒唐 坐标轴,0.500354733537 0.499645266463
大牛市 滞涨 股中江,0.667015089021 0.332984910979
增发 价 调高,0.333083180669 0.666916819331
上半年,0.500354733537 0.499645266463
沪 深盘 第一份 中 报,0.0446962189344 0.955303781066
过街老鼠 人人喊打,0.500354733537 0.499645266463
浦发银行 提高 发行价 三方 合力 成功 遏止 史上,0.750321932189 0.249678067811
感谢 证监会 听取 股东 心声 低于 净资产,0.333615517011 0.666384482989
股友们 月 股市 难过,0.0909398969994 0.909060103001
买 万股 平安 银行,0.344447636911 0.655552363089
浦发银行 团队 点赞 国资委 提价 喝彩,0.667015089021 0.332984910979
宁波 汤罐 表现 不错,0.333615517011 0.666384482989
买 浦发 二种 会计分录,0.411999755529 0.588000244471
有人 浦发银行 纳入 股中 占 权重,0.333615517011 0.666384482989
高 分红 低 估值 股票,0.0236586954866 0.976341304513
一开 市 急 买入 浦发 踏空,0.0815709075508 0.918429092449
发个 帖 明天 下跌,0.250210088691 0.749789911309
宁波 快出 公告,0.500354733537 0.499645266463
享受 上市公司 分红 回报 投资者 良好习惯,0.667015089021 0.332984910979
买到 假 股票 好逊,0.250210088691 0.749789911309
招行 差价 太大,0.333615517011 0.666384482989
小招 放大 招,0.800274688319 0.199725311681
银行 龙头 招行 差个 涨停,0.333615517011 0.666384482989
浦发 将会 银行 中是 敢死队,0.667015089021 0.332984910979
有人 里 吵闹 股价 越不涨,0.363826390146 0.636173609854
该轮 券商 表现,0.333615517011 0.666384482989
以元 价格 买入 浦发 十万,0.667015089021 0.332984910979
下周 闪崩,0.500354733537 0.499645266463
昨日 扁舟 雨 簔 满江 风浪 夜 今朝 试卷 孤,0.0025948860944 0.997405113906
清仓 完毕 谢谢 主力,0.500354733537 0.499645266463
今晚 公告 看得懂 在我心中 值 涨停,0.701894631352 0.298105368648
创业 版 边缘化 之日 中国 股市 走上 正道 时,0.130375114299 0.869624885701
招手 招手,0.500354733537 0.499645266463
杭州 男子 炒股 亏了 万后 心情 郁闷 扛着 一箱,0.200155363372 0.799844636628
万科 王十 浦发 滚蛋,0.200155363372 0.799844636628
耐得 住 寂寞 看着 股在 上涨,0.952485845934 0.0475141540659
支股 大全,0.750321932189 0.249678067811
五穷六绝 完,0.192156264209 0.807843735791
浦招兴 三剑客 只能 招行 做,0.230941588293 0.769058411707
年度 中国 平安 股东大会 实录,0.692641664787 0.307358335213
满嘴 乱 喷刷 感 小米 鼠 帖子 不看,0.00408341766549 0.995916582335
股价 思考,0.500354733537 0.499645266463
天天 刻意 打压 真累,0.200155363372 0.799844636628
跌停 进不进 跌 新,0.139541289402 0.860458710598
股民 血汗钱 疯狂 制造 亿万富豪,0.333615517011 0.666384482989
上海 旧区 改造 准 动迁房 源,0.0316157456576 0.968384254342
浦发 再涨 元,0.238054166995 0.761945833005
高于 元 掏钱,0.135091220722 0.864908779278
回到 雄安 涨点,0.800274688319 0.199725311681
浦发银行 股东 增持 公告,0.333615517011 0.666384482989
大笑 昨天 涨 分钟 跌,0.0926259978871 0.907374002113
赞赏 超级 主力 这才 盘,0.600232815221 0.399767184779
尾盘 强力 拉 回 鬼,0.128438329419 0.871561670581
中国 平安 到手 亿元 利润 慢慢 释放,0.600376340834 0.399623659166
留是 罪人 疯狂 暴富 疯狂 灭散,0.500354733537 0.499645266463
漂亮 回调 中不急,0.200155363372 0.799844636628
中国 平安 疯,0.200155363372 0.799844636628
北京 门头沟 灵山,0.500354733537 0.499645266463
中国 平安 牛叉,0.428882357963 0.571117642037
不好意思 引用 最新 正确 资料,0.625402522541 0.374597477459
走势 昨天 样子,0.333615517011 0.666384482989
一路 追高到 元 买 浦发,0.179387790353 0.820612209647
提高 增价 强制 浦发 决策层 一邦,0.250210088691 0.749789911309
爱 做 波段 爱 坐电梯,0.242279860856 0.757720139144
万能 险 掘起 暴发户 富德 人寿,0.0361419442655 0.963858055734
一炮 双响,0.500354733537 0.499645266463
美 图,0.198522746884 0.801477253116
带领 年前 海恒 大富 德 万能 险 发疯 般地 增,0.00124425056892 0.998755749431
娜姐 长安汽车 跌停 听 吉 利,0.0774780293189 0.922521970681
浦发 中 持有 筹码 机构 合为 日 浦发,0.136320111194 0.863679888806
一只 抢 散钱 机构,0.353094492197 0.646905507803
落后 招行 赶紧 增发,0.333615517011 0.666384482989
大胆,0.250210088691 0.749789911309
长假 省 点 利息,0.057025768914 0.942974231086
鼓乐 轻扬 想不到 宝台 忠实 粉丝,0.667015089021 0.332984910979
本次 发行 定价 前 交易日,0.20671194438 0.79328805562
品油 行业 迎来 新篇章,0.333615517011 0.666384482989
漂亮 浦发,0.200155363372 0.799844636628
五粮液 疯,0.250210088691 0.749789911309
韩志国 微博 文章 说 心坎,0.113447750711 0.886552249289
大盘 成功 构筑 双底,0.692673478737 0.307326521263
节后 银行 股 上涨 回成 价值 补涨 浦发 持,0.0876519215764 0.912348078424
龙岩 在水一方 服务 龙岩 服务,0.500354733537 0.499645266463
发死 收盘,0.500354733537 0.499645266463
中签 浦发银行 万股 折发 发发,0.667015089021 0.332984910979
救市 资金 慢慢 退 气氛 转好,0.857371327475 0.142628672525
浦发银行 竖起 大旗,0.667015089021 0.332984910979
股市 点才 真实 客观,0.428882357963 0.571117642037
浦发 领头羊 抢 招行 风头 大笑,0.450203124017 0.549796875983
中国银行 股 思考,0.251921640938 0.748078359062
浦发 平台 整理 天 拒绝 下调,0.649933449898 0.350066550102
价值 投资者 含恨 死去,0.12505714228 0.87494285772
发死,0.500354733537 0.499645266463
交易 频次 并不多,0.400304727217 0.599695272783
抄底 满仓 截止 上海银行 十大 流通股东,0.667015089021 0.332984910979
真 他妈的 荣幸,0.282829729994 0.717170270006
吸引 小散们 跟风 接 创,0.0269896499684 0.973010350032
攻 市场 点 大胆 低吸 潜力,0.138959487482 0.861040512518
垃圾 题材股 跌得 鬼哭狼嚎 明天 创业 创新 低,0.0832246319214 0.916775368079
真实 故事 同事 业界 同行 全国 知,0.900261943867 0.0997380561326
明日 调整 到位 雄安 概念 品种 爆发,0.667015089021 0.332984910979
