标题,阅读,评论,字数,影响力,时间
[赚大牛了]公告现重大利好，10股有望突破大涨！,13412,8,1956,4.0,2017-09-09 10:44:41
销售快速增长，即将迎来业绩释放,51314,9,1300,0.0,2017-09-06 09:15:40
保利地产发行首单CMBS 开发商资产证券化疾行,32991,42,2659,0.0,2017-09-16 09:44:31
保利地产如果放量突破11.15元的话,20750,16,163,3.5,2017-09-08 12:05:21
广州自贸区概念,48975,64,270,3.5,2017-04-06 21:19:07
庄家睡着了吗,9026,58,122,0.0,2017-08-22 09:50:10
上周因为要做手术所以不敢在进医院前买入强势个,3489,27,374,2.5,2017-08-02 16:11:10
保利地产9月15日盘中涨幅达5%,7960,9,186,0.0,2017-09-15 13:18:20
保利地产最佳操作计划已明确讲出！,11599,136,83,0.0,2017-09-14 13:55:28
要业绩有业绩，要慨念有概念，各路神仙都超级看,9969,18,180,3.0,2017-08-31 22:54:01
保利地产9月14日盘中涨幅达5%,10558,6,183,0.0,2017-09-14 15:30:22
台风前的死寂,5307,19,122,2.5,2017-08-30 10:07:28
死悄悄五连阴,9257,19,122,3.0,2017-07-27 11:12:41
看样孑保宝在抢筹?,6084,43,128,0.0,2017-09-08 10:53:59
公司2017H1净利润YOY 14%，稳定增长，证金增持,24874,8,1241,0.0,2017-08-30 18:34:55
600048:保利地产2017年8月份销售情况简报,44717,7,495,0.0,2017-09-06 18:33:24
20分钟量相当于前几天一天的量了，放量是好是坏,6762,19,158,3.0,2017-08-22 09:50:22
全宇宙并入，也改变不了，下跌的趋势,4402,16,144,3.0,2017-08-22 11:03:14
保利地产5000亿攻坚战：确保第一方阵地位 要规,44219,36,3793,0.0,2017-05-16 10:25:19
收割城市群战略硕果 上半年保利地产实现规模、,21683,5,1997,0.0,2017-08-31 01:28:01
沪指也有些放量回落。b,19927,342,132,0.0,2017-08-08 13:15:37
保利低位对倒,17637,338,122,2.5,2017-08-08 11:54:24
保利地产(600048)融资融券信息(07-28),3515,6,542,0.0,2017-07-29 07:37:20
保利数钱机会来了吗，看看下面,12971,10,241,3.5,2017-08-25 15:00:36
600048:保利地产关于本公司获得房地产项目的公,38615,5,2037,0.0,2017-09-06 18:33:13
保利地产9月7日盘中涨幅达5%,8527,4,181,0.0,2017-09-07 10:43:04
保利地产前8月签约额同比增三成,16657,10,266,0.0,2017-09-06 22:13:18
看懂的赚钱，看不懂继续,8025,7,139,3.5,2017-09-05 13:46:09
我老张炒几十年股做超级短线从来不看量和K线,9176,10,243,3.5,2017-08-09 10:04:14
保利地产：8月份签约金额同比增长57%,20930,9,279,0.0,2017-09-06 19:18:56
过不了多久，也会像中国神华一样连续涨停，就看,8320,7,178,3.0,2017-09-04 09:21:42
买的正海磁材韶钢松山天天暴涨，就这个保利跟个,4394,9,170,3.0,2017-09-04 14:24:42
保利地产：上半年净利56.51亿 证金公司增持超1,40406,7,285,0.0,2017-08-29 17:52:20
保利地产(600048)大宗交易数据一览(09-01),25914,16,479,0.0,2017-09-01 18:23:13
中国证券金融公司发布举牌公告，截止今天本公司,16694,12,200,4.0,2017-08-28 14:11:08
2017年半年报点评：规模房企业绩标杆央企资源整,34465,5,2188,0.0,2017-08-31 17:13:01
保利地产上半年净利增14% 证金增持1.14亿股,21622,8,1314,0.0,2017-08-30 04:06:46
中报净利率10.38。去年8.99，按今年1820亿营收,12538,11,217,4.0,2017-08-29 18:34:40
600048:保利地产2017年半年度报告摘要,22351,4,1058,0.0,2017-08-29 17:25:09
600048:保利地产关于重大事项进展的公告,40856,9,907,0.0,2017-08-29 17:23:44
真的很害怕，今晚出天大利好。整合保利置业，明,11284,10,184,4.0,2017-08-29 15:00:44
中报速递：保利地产2017年上半年盈利56.51亿元,23653,12,233,0.0,2017-08-29 17:49:27
国家队持有超过10亿股。国资重组第一股保利年销,13340,18,204,4.0,2017-08-28 11:00:26
核心内参泄露（002599盛通股份）要大涨,11955,58,302,3.0,2017-08-24 19:04:39
天有白天黑夜月有阴影残缺股价有涨有跌，保利地,7893,28,153,0.5,2017-08-24 09:41:33
一主两翼起飞，央企整合迎大机遇,51633,16,1274,0.0,2017-06-26 08:06:28
国资委：保利集团与中轻集团等实施重组,56355,25,220,0.0,2017-08-21 17:42:20
600048:保利地产关于全资子公司在全国中小企业,13562,9,532,0.0,2017-07-31 19:20:35
保利地产明天不涨我不姓张,17874,25,84,3.5,2017-08-08 15:30:53
中国保利集团与中国轻工集团、中国工艺（集团）,20527,14,140,0.0,2017-08-21 17:06:46
还有谁和我一样悲催？,15515,21,175,3.0,2017-08-22 16:57:13
周线小阳线，不错,11442,32,165,3.0,2017-08-18 21:29:19
强烈要求中国证监会严历查处兴风作浪的保利地产,10686,29,156,0.5,2017-08-23 09:44:46
听话的孩子无奶吃，或者就是这理。连各卷商的估,15028,63,196,3.0,2017-08-12 07:44:47
保利地产(600048)融资融券信息(08-15),8546,7,536,0.0,2017-08-16 07:37:25
我杀回来了，保利地产，准备长期持有。如果一只,14171,16,208,3.0,2017-08-14 12:54:26
2017中报预告业绩符合预期 地产龙头稳健经营,54986,10,981,0.0,2017-07-24 09:28:17
保利地产七月销售点评：7月销售同比增长四成，,42409,21,1160,0.0,2017-08-11 21:54:29
盘中有做多资金盘跌可能是未来的主基调,7376,7,325,4.0,2017-08-16 15:57:10
清仓了    耗了我1年    拜拜了暴力   再也不买,7053,14,188,0.0,2016-12-01 14:57:39
保利成本我最高，有图为证,23489,35,75,3.0,2016-03-24 23:37:48
周末也就是明天把抛出的货如数接回来,5346,5,165,3.0,2017-08-10 16:40:49
保利地产今日超大单流入排名第3名(12-01),27116,5,298,0.0,2016-12-01 16:05:12
今天保利地产公司办丧事股票下跌二天给宋总买纸,6486,18,142,0.5,2017-08-07 09:45:36
600048:保利地产关于本公司获得房地产项目的公,36816,7,1977,0.0,2017-08-08 18:26:44
保利地产≠ 主力已开始悄然出货，别再被牵着鼻,32556,98,83,0.0,2017-06-29 12:10:15
11.29地产暴跌，保利如果不是利好停牌，就对不,3825,8,146,3.0,2016-11-29 15:05:40
现金流比较,8094,7,320,3.5,2016-11-25 14:37:26
梦见涨停,12610,50,115,3.0,2016-11-29 01:53:59
深港通开通002498汉缆股份最起码6-8个涨停板 深,2565,9,367,2.5,2016-12-02 09:11:07
做短差的机会又来了,8213,25,136,3.0,2016-11-30 09:27:12
保利地产(600048)大宗交易数据一览(08-03),36212,13,478,0.0,2017-08-03 18:18:13
大家看看保利置业的业绩和股盘再意淫吧。,11778,10,148,2.0,2016-11-29 12:33:05
保利地产(600048)融资融券信息(08-02),6367,12,540,0.0,2017-08-03 07:35:24
周期股轮动该轮到地产股了,4146,13,130,4.0,2017-07-14 11:34:00
举目望去只有保利地产最具投资价值,3832,16,227,4.0,2017-08-02 15:23:46
三马加恒大新劵商牌未获批，许加印欲购广发证券,8450,12,154,4.0,2016-10-27 11:02:08
不觉得怪怪的吗？,6215,7,150,2.5,2016-11-29 15:16:42
涨幅为什么一直是万科的一半？,16025,80,134,0.0,2017-06-26 14:06:26
保利地产正在筹划重大事项 股票停牌一天,29937,9,214,0.0,2016-11-29 13:58:07
买了9万股是福是祸？,9842,16,130,0.0,2016-11-29 11:47:01
希望保利地产再现龙头光芒，开盘后大涨引领地产,5854,6,188,1.0,2016-11-29 17:54:54
停久一点吧，停一天有什么意思？,5427,13,140,2.5,2016-11-29 18:15:51
保利地产(600048)融资融券信息(08-04),8485,3,530,0.0,2017-08-05 07:38:16
保利地产(600048)融资融券信息(08-03),7399,6,538,0.0,2017-08-04 07:36:15
操盘日记： （002661克明面业）进入攻击形态,7494,17,286,2.5,2016-11-28 12:51:19
周一大盘将冲高回落，全天振幅5%以上，午盘千股,12732,23,254,0.0,2016-11-27 08:48:00
保利地产这样的趋势，我们是耐心持有，还是速逃,1804,13,97,0.0,2017-08-02 13:53:39
10.88全部清仓保利！,24476,71,134,2.0,2017-07-14 15:00:07
下星期一涨停,15700,12,122,1.5,2017-07-14 12:40:01
进场: “双重改革”受益股，社保养老金标的股,383,1,1171,4.0,2017-07-30 09:16:03
保利地产(600048)融资融券信息(07-19),5771,7,540,0.0,2017-07-20 07:36:02
保利明天应该低开要不要抄底？,5287,8,138,0.0,2016-11-28 15:21:28
《万向帝国》：7月19号起保利地产加速上涨。后,27675,27,172,3.5,2017-07-18 16:29:39
高抛低吸波段操作,2156,9,126,3.0,2017-07-26 08:43:34
！！！保利地产 大利好来了！重要利好刚刚公布,14802,6,172,1.0,2017-07-23 15:33:54
价高出了下来全转买*一路一带丝路龙头600307酒,32342,99,324,0.0,2017-05-07 17:00:15
必须涨到15，证金加仓一亿股左右,19075,32,142,3.5,2017-07-11 11:26:50
保利2017.6.20日解禁股80多亿,37151,122,171,1.5,2017-05-17 13:38:39
一加仓就死！没有一次强的！宋萄菊！,4396,13,144,3.0,2016-11-28 10:51:30
上海传来了两个大消息。这个国际化最前沿的大都,15155,44,715,4.0,2017-07-09 13:45:59
保利地产因重要事项未公告29日开市起停牌,28619,6,174,0.0,2016-11-29 10:26:58
保利地产停牌 待披露重大事项,55348,25,155,0.0,2016-11-29 09:51:29
基金抱团炒个股是中国式庞氏骗局，隐患危害大04,38770,40,333,4.0,2016-07-22 08:38:56
15元抄底冀东，还有东风汽车的人呢?,4536,15,206,0.0,2017-07-17 14:29:47
保利地产头肩底形态成立，回调不破劲线位大胆买,18065,25,138,2.0,2017-06-27 17:26:11
补仓,12300,31,119,3.0,2017-07-13 09:12:50
600048:保利地产关于调整第二期股票期权激励计,18712,8,1354,0.0,2017-06-22 18:44:23
还以为这辈子不涨了呢,12585,37,139,3.0,2017-06-22 12:50:21
感谢管理层长期以来对股市的支持，你们的辛勤付,6051,10,192,4.0,2017-05-31 14:09:10
立个帖子！保利必上15元！,22148,40,136,0.0,2017-06-19 18:42:43
保利地产  最新内幕  先知道了,24804,88,81,0.0,2017-06-08 11:19:04
10.14清是否明智？,5038,14,132,2.5,2017-07-03 14:32:47
高位急拉升是大跌前诱多！出货是一个价格区域并,22865,34,234,4.5,2015-12-01 13:54:08
《万向帝国》：保利地产14号再创新高，突破10.8,32723,34,209,2.5,2017-07-13 22:55:01
保利地产6月实现签约金额381.04亿元 同比增长41,21421,5,281,0.0,2017-07-07 16:00:23
下星期三涨停,14123,24,122,1.5,2017-07-07 21:55:19
保利地产应更名为短命地产。,5240,21,126,0.5,2017-06-12 15:16:08
保利地产(600048)融资融券信息(06-20),8134,19,534,0.0,2017-06-21 07:34:33
抢盘！[想一下][想一下][想一下][想一下][想一,4681,15,147,0.0,2017-06-20 20:08:07
保利地产(600048)融资融券信息(07-13),7092,6,536,0.0,2017-07-14 07:35:52
写在保利涨停突破前,22104,68,150,2.5,2017-06-26 17:41:35
保利地产规模增长提速价值将重估,20859,14,2483,0.0,2017-07-13 01:43:21
王石被挤出万科了，保利去把他招来吧！你们的管,6793,20,164,2.0,2017-06-21 08:38:06
短线争取2个月赚6万，保利我来了！ 预判我会每,34737,58,577,0.0,2017-06-22 18:30:16
等于一天要抽走60亿的资金（以每个新股融资6.5,7695,47,141,0.0,2017-07-13 18:27:55
央企中的垃圾！,4800,30,124,3.0,2017-06-15 10:12:52
我赌一万块，保利十天之内上13元，有接招的吗,26758,42,154,3.0,2017-06-27 09:38:42
保利地产(600048)融资融券信息(07-14),9091,6,542,0.0,2017-07-15 07:36:29
盈利质量改善 期待国改加速,39990,5,1479,0.0,2017-07-14 16:11:33
600048:保利地产关于归还临时补充流动资金的募,11645,16,657,0.0,2017-06-22 18:44:19
600048:保利地产关于使用闲置募集资金临时补充,7551,18,1468,0.0,2017-06-22 18:42:05
保利地产市值与万科比千差万别万科在天保利在地,5844,17,91,0.5,2017-06-22 14:06:38
保利集团公司委举行第二次中心组（扩大）2017.0,6630,16,592,2.0,2017-06-21 15:15:09
600048:保利地产主体与相关债项2017年度跟踪评,16533,21,1462,0.0,2017-06-20 15:25:20
600048:保利地产2017年半年度业绩快报公告,70295,7,985,0.0,2017-07-11 15:38:32
600048:保利地产第五届监事会第十二次会议决议,7142,5,772,0.0,2017-06-22 18:42:05
买房抗通胀成为全民共识，保利地产将走出主升浪,5755,12,170,3.0,2017-07-10 15:02:11
中长期看，保利地产看空的趋势不变,15444,34,403,1.0,2017-06-23 11:11:54
《万向帝国》：600048保利地产 6月26号强势突破,24601,18,291,2.5,2017-06-23 21:40:18
保利地产:2017年6月份销售情况简报,34593,5,465,0.0,2017-07-07 15:54:46
乖乖保利六月销售365亿。上半年1450亿。看来今,20899,21,182,4.0,2017-06-30 20:48:57
11元什么时候见,7883,21,122,2.5,2017-07-06 15:09:00
七月份爆发房地产危机，房价大幅暴跌,9782,12,2713,3.0,2017-06-17 02:37:15
600048:保利地产关于2017年累计新增借款的公告,25523,9,781,0.0,2017-07-06 19:05:38
达则兼济天下，穷则独善其身。,18119,46,138,3.5,2017-04-18 20:26:39
没有王石的万科注定平庸，这次万科动荡是保利超,3569,15,168,3.0,2017-06-21 22:17:19
不用怀疑，保利地产现价就是10年大底，已经100%,6343,18,202,3.0,2017-06-22 08:54:06
又到一年一度上市公司高送转信息披露的时候,3727,15,100,0.0,2017-06-21 17:59:57
保利地产(600048)融资融券信息(06-19),6354,8,530,0.0,2017-06-20 07:36:05
保利地产(600048)融资融券信息(06-21),5788,5,538,0.0,2017-06-22 07:36:22
最后吞噬底，买入信号。,6473,11,132,3.5,2017-07-04 22:17:14
本来买这货想下跌不会跌多少，没想到涨不咋地跌,15090,101,196,3.5,2017-06-28 18:43:44
600048:保利地产:北京德恒律师事务所关于保利房,10416,8,1722,0.0,2017-06-22 18:42:04
比毒蛇还毒的保利地产。,8834,17,124,0.5,2017-06-15 10:10:26
本人帖子只是盘后评论，无意论别人长短，所涉及,19625,66,176,3.0,2017-06-09 09:16:27
我在坚朗吧里叫人过来买保利,2299,30,130,3.5,2016-04-13 10:48:18
保利地产今晚发布一季度快报每股0.32元。同比增,15917,53,117,4.0,2016-04-07 00:37:09
保利年底过15 绝对没问题！ 耐心持有！,6971,12,149,0.0,2017-07-02 00:52:29
砸，我937不给吗？,2023,36,130,3.5,2016-04-14 11:12:16
保利地产(600048)融资融券信息(04-13),6328,35,540,0.0,2016-04-14 07:37:30
只谈最近三个K线组合,3703,34,219,3.0,2016-04-13 23:02:34
内部消息保利十送5股派5元,2652,21,136,3.0,2016-04-14 09:27:34
中国A股机会又来了,3474,41,213,2.5,2016-03-24 11:18:48
如果没有耐心持有一只股票五年，那就不要持有五,9216,11,240,3.0,2017-06-28 19:29:34
没亏的去买601225,2025,16,132,3.5,2016-04-14 10:59:19
富力地产回归A股之路，是否预示着保利置业也会,2659,20,205,2.5,2016-04-14 08:30:08
国家又开始宽松了！利好不断！！政策牛市开启！,2285,17,216,2.5,2016-04-14 08:15:49
没行情，在横盘，今在9.44附近，等时机,2066,17,150,1.5,2016-04-14 14:04:12
一分钱？太凶了,2149,18,124,3.0,2016-04-14 13:13:57
恶鬼投胎的庄今天顺势洗盘，昨天装傻,1977,20,144,3.5,2016-04-14 10:45:02
一大早人家就知道要降社保等了.大盘才会高开高,3334,37,184,2.0,2016-04-13 21:41:09
jt今天收盘能上10.20吗,6081,15,127,3.0,2017-06-30 11:10:10
保利地产(600048)融资融券信息(06-28),7673,7,540,0.0,2017-06-29 07:34:41
一个点位将决定 保利地产 600048 能否站上15！,13814,6,166,0.0,2017-06-22 16:14:21
随波逐流,2205,11,118,2.5,2017-06-28 09:44:45
准备买入浦东金桥这个低估的房地产,4406,55,132,1.5,2017-06-26 13:52:17
震惊：楼市崩盘进行时！,5947,13,545,3.0,2017-06-19 12:55:31
这点差价不够  9.8我就买了,3271,9,139,3.0,2017-06-27 11:12:37
半价足矣。,2264,0,120,0.0,2017-06-25 20:23:54
恶心的保利机构们，一定要让保利收在60线下,3750,65,147,0.0,2017-05-26 16:38:07
三大因素 暗示600048~保利地产洗盘预谋！！,13885,3,158,0.0,2017-06-14 19:10:32
股友们团结起来从今起告诉身边的亲朋好友，不买,11026,59,181,0.5,2017-06-15 09:55:06
保利地产(600048)融资融券信息(06-08),8659,6,540,0.0,2017-06-09 07:36:18
保利地产(600048)融资融券信息(06-15),5758,5,534,0.0,2017-06-16 07:43:29
！！！保利地产 天涯地角有穷时， 只有相思无尽,17945,14,172,0.0,2017-05-31 15:32:41
尔康制药磺苄西林钠工艺造假证据,2350,0,146,0.0,2017-04-11 10:01:07
为了尽快销售额站上5千亿。保利今年前5月拿地52,11322,9,206,4.0,2017-06-09 14:44:39
保利地产(600048)融资融券信息(06-09),7865,5,542,0.0,2017-06-10 07:36:03
马上就要解禁了，赶紧走人。,4106,11,128,3.0,2017-06-13 09:25:23
600048:保利地产非公开发行限售股上市流通公告,35028,12,1548,0.0,2017-06-14 18:53:13
保利地产：1-5月签约金额1085亿元 同比增29.72%,25745,11,284,0.0,2017-06-07 15:51:24
下周深深房和万科双双复牌引爆保利直上18.5元带,15116,22,151,4.0,2017-06-09 13:08:57
保利地产：近段时间停牌？有木有？停牌运作5000,8818,11,179,3.5,2017-05-31 12:02:52
保利我重仓守你两年多了，从来没见你雄起过！真,9221,23,168,0.5,2017-06-13 14:06:19
不拉高就想出货啊，谁接盘啊,4132,12,136,0.0,2017-06-19 11:05:57
保利地产(600048)解禁股信息(06-20),14718,7,517,0.0,2017-06-19 00:00:54
下周解禁 保利地产近10亿定增股上市,75545,8,780,0.0,2017-06-18 03:03:04
昨晚酒店一个50多男人带了个20岁女孩开房。女孩,15124,10,206,4.0,2017-04-29 05:23:27
保利地产5月实现签约金额248.93亿元 同比增逾三,20633,5,209,0.0,2017-06-07 17:40:29
祝贺保利地产六月股票开市红大吉大吉。,5611,11,143,0.5,2017-06-01 10:13:38
菊花是哥的偶像，做大事情的人。三年内企业上5,9000,15,186,4.0,2017-05-17 10:38:07
股市是为统治阶级和上市集团谋利益的。,9958,111,146,0.5,2017-06-09 10:36:08
600048:保利地产关于公司首期股票期权激励计划,40678,7,700,0.0,2017-06-07 18:46:27
感谢管理层此时刻意安排恒大借壳上市直上35以上,5224,21,195,4.0,2017-05-01 16:16:47
入摩前后券商翻倍?MSCI将于6月20日公布是否纳入,13456,16,1162,4.0,2017-05-23 12:11:43
铁路基建将是未来中国经济的支柱！随着国家加大,4468,7,564,3.5,2017-06-05 07:54:44
保利地产(600048)大宗交易数据一览(06-05),28603,6,483,0.0,2017-06-05 18:28:28
600048:保利地产2016年年度权益分派实施公告,87313,11,1755,0.0,2017-06-04 14:09:51
600048:保利地产关于本公司获得房地产项目的公,24030,6,1444,0.0,2017-06-07 15:44:03
600048:保利地产2017年5月份销售情况简报,26918,11,470,0.0,2017-06-07 15:42:25
保利属于投资股不属于投机股，多元化战略，养老,18176,65,200,3.0,2017-05-22 09:00:26
用数字和事实说话：一只仍趴在地下室消耗散户的,8495,26,857,4.5,2017-05-07 18:50:43
分红求教。如我原先有10000股，已经购入三年，,12096,12,248,3.0,2017-06-04 22:48:40
保利地产，不在沉默中爆发，就在沉默中消亡！,17029,50,209,3.5,2017-06-01 17:53:50
保利地产这样洗玩法不是又要冲击涨停了吗？,26096,111,91,0.0,2017-05-24 23:19:17
保利地产(600048)融资融券信息(06-01),5825,4,538,0.0,2017-06-02 07:40:32
恒大今天又大涨15个点！,9237,20,134,4.0,2017-05-29 10:41:00
仔细研究季报，发现保利的价值密码,6381,34,226,3.0,2017-04-30 11:07:46
2000亿之后保利地产价值重估：城市群战略与地产,25892,10,2922,0.0,2017-04-19 07:00:40
证监会：请依法常态化监管！查处操纵股价的不法,31964,38,352,3.5,2016-08-17 11:39:33
全年销售破两千亿，营收YOY 25.5%，净利润YOY 0,26802,5,1416,0.0,2017-01-18 00:00:00
不怕不识货又怕货比货，保利地产奋起追万科。,10228,21,141,0.5,2017-05-25 10:36:17
我预测一下，持股今天收盘价9.35，折腾一天就涨,4455,11,164,1.5,2017-05-24 14:16:17
保利地产你既是上证50又是质优蓝筹地产龙头基本,7138,13,175,0.5,2017-05-24 10:13:22
保利合理估值：18.88元！,5544,14,138,0.0,2017-05-01 22:23:51
上面刻意安排下月初恒大借壳深深房上市。其目的,6421,9,198,4.0,2017-04-28 21:42:59
房地产板块最窝囊的股就是保利，一直没有突破。,7582,15,140,3.5,2017-04-28 17:59:37
保利地产是粤港澳大湾区概念吗？,6300,13,120,1.5,2017-05-03 23:06:03
保利PK光明地产,12011,26,486,3.0,2017-04-23 22:27:36
对比招商蛇口与保利地产，扭曲了的A股估值。,9444,18,163,3.5,2017-04-29 18:43:00
保利地产(600048)融资融券信息(05-05),3067,7,540,0.0,2017-05-06 07:37:37
最近股市震荡厉害，都来保利大蓝筹避避险吧,4020,9,150,0.0,2017-05-08 14:54:00
保利地产，什么时候会是底？该涨了吧？散户都给,43515,62,141,0.0,2016-12-27 17:31:41
600048:保利地产2016年年度股东大会会议资料,4443,10,1551,0.0,2017-05-03 19:04:58
股东大会随想：5年再造1⃣个新保利！2018年是保,3367,10,174,2.5,2017-05-11 11:10:41
600048:保利地产第五届监事会第九次会议决议公,9052,6,1484,0.0,2017-04-17 21:15:34
菊花同志，能力不行就赶紧挪位吧，股价都跌成狗,3734,14,156,0.0,2017-05-02 10:59:26
保利地产拟10派3.15元 ,39222,19,332,0.0,2017-04-17 21:26:14
保利地产(600048)融资融券信息(05-03),3378,10,534,0.0,2017-05-04 07:36:13
保利4月单月销售341.2亿。今年看来突破三千亿大,3441,9,194,4.0,2017-04-30 22:08:30
明修栈道 暗渡陈仓……保利地产，机构暗暗出货,1893,11,216,3.5,2017-05-10 10:30:55
关于保利地产市值的重估，不知对不对。,18021,14,365,3.5,2017-01-04 21:06:21
拿着保利打新股，中短期目标位11元,7118,12,144,3.0,2017-04-14 14:45:48
见了就杀,565,15,115,0.5,2017-05-05 10:29:15
保利地产股东大会,1442,34,67,2.5,2017-05-11 09:42:51
少数股东损益占比下滑，带动业绩增长,4706,8,1208,0.0,2017-05-02 14:27:15
大盘也不会有多大起色,2346,16,130,1.0,2017-05-14 15:46:12
业绩稳定增长，地产板块中的高股息标的,27779,9,1663,0.0,2017-05-12 16:57:36
分2万多红，可以坚持半年生活费。价值投资难上,9797,15,176,3.0,2017-05-18 15:44:01
本人从事金融行业近20年，对于当下中国证券市场,3981,8,1999,4.0,2017-05-15 09:22:50
行业估值修复悄然启动 保利地产蓄能谋变,22222,14,3714,0.0,2017-04-25 14:25:52
600048:保利地产2016社会责任报告,8514,5,159,0.0,2017-04-17 21:17:34
公司2016年报及17年一季报点：业绩四平八稳，央,10106,7,2189,0.0,2017-05-05 10:52:25
厉害了，保利地产三大重磅利好迎来新一轮崛起！,987,15,154,1.5,2017-05-08 19:10:58
600048:保利地产关于本公司获得房地产项目的公,11988,3,1014,0.0,2017-05-05 16:12:22
2016年年报点评：销售大幅增长 结算业绩平稳,21011,6,1470,0.0,2017-04-20 07:51:45
保绿就是绿,1511,18,120,0.0,2017-04-28 11:41:34
万科10派7.9元金地10派7元华发10转20股派8元，,22349,29,247,2.0,2017-04-13 21:38:07
600048保利地产，2017年分红可能为10股派4.5$-5,34970,34,178,0.0,2017-03-17 21:13:03
2017年一季报点评：一季度销售理想 结算业绩保,3526,7,1333,0.0,2017-05-02 16:56:53
600048今天尾盘大单不断，是消息的出现(保利集团,20912,9,834,3.0,2017-04-14 15:22:43
保利地产：1至4月累计签约金额836.17亿元 增速,2694,8,337,0.0,2017-05-05 17:06:18
公司2017Q1净利润YOY 38.7%，略超预期，维持买,8927,5,1083,0.0,2017-05-05 16:01:48
九进十出，各位听懂了吗？,10132,20,134,2.0,2017-04-12 09:56:34
保利地产一季度净利润增长近四成,1013,7,846,0.0,2017-05-02 22:15:21
保利地产的怪现象，冲到10元就会撤。,9092,11,140,3.5,2017-04-11 20:02:47
600048:保利地产2017年第一季度报告,30470,11,1069,0.0,2017-04-28 23:50:10
妈的逼，恶炒酒类股怎么没人管。雄安没炒几天。,4808,5,172,4.0,2017-04-20 11:05:26
连续分红10年 保利地产销售额4年实现翻番,20215,10,1488,0.0,2017-04-18 21:19:23
波波段段,43568,61,116,3.0,2016-10-18 16:22:06
保利地产与保利置业如何整合,19261,47,216,3.0,2017-04-15 07:57:14
销售数据良好，业绩提升空间较大，维持“买入”,17805,8,1424,0.0,2017-04-18 23:32:27
业绩相对平淡，盈利有望改善,16403,14,1733,0.0,2017-04-18 09:30:10
年报速递：保利地产2016年盈利124.22亿元，同比,16715,5,264,0.0,2017-04-17 21:26:20
分红没有实际意义，派发的第二天还得从股价中减,7827,5,151,3.5,2017-04-17 23:04:29
600048:保利地产2017年3月份销售情况简报,30549,17,470,0.0,2017-04-10 19:28:43
年报出来了。10送现金2.9(含税)。不送股。。,13095,14,158,2.5,2017-04-16 21:16:48
大幅冲高后连续回落，今日出现大幅震荡,22810,92,165,3.0,2016-08-18 16:06:25
鲁朗小镇建设样本：保利地产新成长模式？,20402,10,2895,0.0,2017-04-12 06:22:37
保利地产：一季度实现签约金额574.12亿,24962,8,272,0.0,2017-04-10 19:49:12
